stopid,stopname,lat,lon
10073206,"Rua Izaltino Xavier Ribeiro, 150",-21.79506047,-43.35737622
10073204,"Rua Francisco Gomes dos Santos, 106",-21.79562241,-43.35550141
10073121,"Rua Antônio da Rocha Lima, 275",-21.79756927,-43.35799789
10073159,"Travessa Venício Del Prate, 21",-21.79544005,-43.35897231
10205988,Rua Robson da Costa Magalhães,-21.79539889,-43.35813941
10073138,"Rua Heitor Inácio, 284",-21.79821968,-43.35832238
10074899,"Rua Heitor Inácio, 2",-21.8007147,-43.35859395
10073201,"Rua Francisco Gomes dos Santos, 158",-21.79500756,-43.35550368
10073185,"Rua Arnaldo Stefani, 121",-21.79661042,-43.35578477
10073109,"Rua Antônio da Rocha Lima, 115",-21.79733367,-43.35672903
10205989,Rua Robson da Costa Magalhães,-21.79529927,-43.35824938
10073166,"Travessa Francisco Serra Brito, 85",-21.79576874,-43.35998917
10073213,"Rua Isaltino Xavier Ribeiro, 154 - Ponto Final do Santa Efigênia",-21.79494509,-43.3558864
10074929,"Rua Heitor Inácio, 90",-21.79982503,-43.3585118
10074931,"Rua Heitor Inácio, 41",-21.800432,-43.35872519
10072997,"Rua Sargento Cunha, 590",-21.7230894,-43.35536658
10073089,"Rua Antônio da Rocha Lima, 240",-21.79737696,-43.35799789
10072841,"Rua Antônio de Paula Mendes, 477",-21.72271919,-43.35486984
10073189,"Rua Arnaldo Stefani, 122",-21.79645177,-43.35589981
10074921,"Avenida Pedro Afonso Pinheiro, 259",-21.8009741,-43.35832672
10069563,"Rua Francisco Gomes dos Santos, 87",-21.79577637,-43.35561746
10072839,"Rua Antônio de Paula Mendes, 111",-21.72381764,-43.35120225
10073177,"Rua Lino Pinto, 21",-21.79693222,-43.35662842
10073157,"Rua Heitor Inácio, 289",-21.79817031,-43.3585149
10072836,"Rua Antônio de Paula Mendes, 295",-21.7233357,-43.35298538
10072201,"Rua São João Batista, 34",-21.71707153,-43.35202789
10072230,"Rua São João Batista, 10",-21.71776581,-43.35121536
10072228,"Rua Miguel Gustavo, 388",-21.71501732,-43.35314178
10073094,"Rua Adail Alevato, 139",-21.797575,-43.35677719
10073084,"Rua Professora Julieta de Albuquerque, 72",-21.79813576,-43.3572731
10073088,"Rua Professora Julieta de Albuquerque, 252",-21.79822159,-43.35625458
10073080,"Rua Adail Alevato, 211",-21.79769325,-43.35583115
10072022,"Rua Sílvio Romero, 37 - Ponto Final do Manoel Honório",-21.74263191,-43.35478592
10205991,"Rua Marciano Pinto, 1520",-21.81157408,-43.3611142
10072543,"Rua Marciano Pinto, 1270",-21.8087767,-43.35923386
10072538,"Rua Marciano Pinto, 1360",-21.80953598,-43.36011982
10072007,"Rua Marciano Pinto, 1635 - Ponto Final das Linhas 137 e 190",-21.81358094,-43.36057043
10205990,"Rua Marciano Pinto, 1517",-21.81151929,-43.36094791
10072822,"Avenida Doutor Paulo Japiassu Coelho, 528",-21.78351021,-43.36497879
10073625,"Avenida Presidente Itamar Franco, 1619",-21.76843834,-43.35009754
10072986,"Avenida Doutor Paulo Japiassu Coelho, 630",-21.78239632,-43.36368561
10072816,"Avenida Deusdedith Salgado, 2395",-21.79908456,-43.36734369
10072819,"Avenida Deusdedith Salgado, 1597",-21.79044018,-43.3649501
10072820,"Avenida Deusdedith Salgado, 1945",-21.79318175,-43.36605501
10069811,"Avenida Presidente Itamar Franco, 1901",-21.77130127,-43.35205078
10072963,"Avenida Presidente Itamar Franco, 2335",-21.77436066,-43.35470581
10072817,"Avenida Deusdedith Salgado, 2401",-21.80149184,-43.36966229
10072818,"Avenida Deusdedith Salgado, 1351",-21.78877914,-43.36378348
10072823,"Avenida Doutor Paulo Japiassu Coelho, 320",-21.78470041,-43.36475218
16452052,"Rua Padre Guilherme Goosens, 514",-21.80465682,-43.36305044
10072905,"Avenida Presidente Itamar Franco, 3261",-21.78121672,-43.36211063
10072821,"Avenida Deusdedith Salgado, 2251",-21.797472,-43.3662653
16452050,"Rua Padre Guilherme Goosens, 251",-21.80546969,-43.36152812
10072911,"Avenida Presidente Itamar Franco, 3001",-21.77810902,-43.35867795
10069620,"Avenida Deusdedith Salgado, 2227",-21.79576145,-43.36567592
10072824,"Avenida Doutor Paulo Japiassu Coelho, 142",-21.78597182,-43.36330116
10072825,"Avenida Deusdedith Salgado, 1189",-21.7874579,-43.36238527
10069810,"Avenida Presidente Itamar Franco, 2463",-21.77566225,-43.3558315
10072992,"Avenida Doutor Paulo Japiassu Coelho, 109",-21.78680992,-43.36269879
16452053,"Rua Padre Guilherme Goosens, 505",-21.80476705,-43.3630716
10072982,"Avenida Doutor Paulo Japiassu Coelho, 213",-21.78536797,-43.36433411
10072904,"Avenida Doutor Paulo Japiassu Coelho, 605",-21.78231812,-43.3638649
10211497,"Avenida Deusdedith Salgado, 1600",-21.79056606,-43.36520698
10072990,"Avenida Deusdedith Salgado, 1298",-21.78815539,-43.36355007
16452051,"Rua Padre Guilherme Goosens, 401",-21.80556221,-43.36156182
10072831,"Avenida Deusdedith Salgado, 2200",-21.79708597,-43.36662269
10073013,"Avenida Presidente Itamar Franco, 1840",-21.77073128,-43.35187101
10072757,"Avenida Presidente Itamar Franco, 1622",-21.76838477,-43.35034538
10072987,"Avenida Presidente Itamar Franco, 3050",-21.77818298,-43.3590889
10072909,"Avenida Presidente Itamar Franco, 2360",-21.77467451,-43.35514824
10072984,"Avenida Doutor Paulo Japiassu Coelho, 401",-21.78362889,-43.36533785
10072988,"Avenida Deusdedith Salgado, 1700",-21.79168844,-43.36581349
10072829,"Avenida Deusdedith Salgado, 2800",-21.80254597,-43.37030696
10072961,"Avenida Presidente Itamar Franco, 2520",-21.77592644,-43.35676165
10205992,"Rua Salim Miguel Cury, 87",-21.79569419,-43.35614682
10205993,"Rua Augustinho Guerra Pontes, 24",-21.79588347,-43.35674764
10073196,"Rua Monte Líbano, 52",-21.7208004,-43.35507965
10072701,"Rua Doutor Costa Reis, 327",-21.79009162,-43.35586548
10072700,"Rua Doutor Costa Reis, 67",-21.79022406,-43.35378801
10073207,"Rua Marcelino Vaz de Magalhães, 385 - Ponto Final das Linhas 141 e 142",-21.71983528,-43.35167694
10072692,"Rua Olívia Moreira, 430 - Ponto Final da Linha 141 no Bela Aurora",-21.79200893,-43.35717869
10072712,"Rua Doutor Costa Reis, 551",-21.79011619,-43.35792649
10073746,"Rua Olívia Moreira, 526",-21.79261971,-43.35772324
10205995,"Rua Doutor Costa Reis, 863",-21.79131289,-43.36063962
10205994,"Rua Professora Noêmia Mendonça, 105",-21.79284096,-43.35981487
10073210,"Rua Marcelino Vaz de Magalhães, 165",-21.72117615,-43.35171127
10074315,"Rua Ana Moreira, 160",-21.79165459,-43.3551147
10074375,"Rua Silvino Augusto Moreira, 540",-21.79382324,-43.35253906
10074298,"Rua Olívia Moreira, 290",-21.79163286,-43.35333169
10073167,"Rua Aurora Tristão, 301",-21.72216225,-43.35334396
10072568,"Rua Francisco Gonçalves Mariano, 95",-21.79149628,-43.35646093
10072545,"Rua Francisco Gonçalves Mariano, 285",-21.79271507,-43.35622025
10072011,"Rua Francisco Gonçalves Mariano, 11",-21.7909122,-43.35643125
10074303,"Rua Ana Moreira, 60",-21.79051018,-43.35486984
10074371,"Rua Silvino Augusto Moreira, 684",-21.7941988,-43.35371613
10074284,"Rua Olívia Moreira, 76",-21.79144,-43.35420323
10072637,"Rua Doutor Costa Reis, 164",-21.79005241,-43.35433197
10074387,"Rua Silvino Augusto Moreira, 888",-21.79428482,-43.35570526
10073179,"Rua Olívia Moreira, 297",-21.79082268,-43.35727977
10074385,"Rua José Cláudio de Souza, 155",-21.79405891,-43.35697675
10072542,"Rua José Cláudio de Souza, 95",-21.79328346,-43.35646057
10074295,"Rua Silvino Augusto Moreira, 436",-21.79289342,-43.35257316
10074377,"Rua José Cláudio de Souza, 148",-21.79384009,-43.35697901
10071878,"Rua Custódio Furtado de Souza, 30 - Ponto Final da Linha 521",-21.79117265,-43.36086447
10074394,"Rua Silvino Augusto Moreira, 845",-21.79445076,-43.35535812
10072569,"Rua Francisco Gonçalves Mariano, 142",-21.79204381,-43.35639418
10206074,"Rua Olívia Moreira, 433",-21.79199619,-43.35705372
10072683,"Rua Olívia Moreira, 522",-21.79294205,-43.35770416
10073659,"Rua Olívia Moreira, 389",-21.79260622,-43.35255909
10072540,"Rua José Cláudio de Souza, 50",-21.79306052,-43.35648394
10072556,"Rua Olívia Moreira, 307",-21.79098449,-43.35721491
10074374,"Rua Silvino Augusto Moreira, 545",-21.79392835,-43.35238588
10074368,"Rua Silvino Augusto Moreira, 679",-21.79431725,-43.35371017
10072679,"Rua Professora Noêmia Mendonça, 146",-21.79290581,-43.35993576
10074300,"Rua Olívia Moreira, 283 - Ponto Final da Linha 142 no Bela Aurora",-21.79156113,-43.35316503
10206075,"Rua Francisco Gonçalves Mariano, 10",-21.7908992,-43.35653822
10072672,"Rua Doutor Costa Reis, 546",-21.78993905,-43.35796356
10072705,"Rua Doutor Costa Reis, 300",-21.78986359,-43.35569382
10074316,"Rua Ana Moreira, 155",-21.79160194,-43.35492754
10074313,"Rua José Cerqueira, 420",-21.79312814,-43.35540254
10074287,"Rua José Cerqueira, 78",-21.79178429,-43.35392201
10074286,"Rua José Cerqueira, 134",-21.79251089,-43.35384429
10074312,"Rua Joaquim Pinto Apolinário, 271",-21.79268189,-43.3550384
10074289,"Rua José Cerqueira, 328",-21.79305837,-43.35463923
10074380,"Rua José Cláudio de Souza, 280",-21.79479547,-43.35775864
10074305,"Rua David Miguel Cury, 177",-21.79138524,-43.35790885
10074306,"Rua Jandira Limp Pinheiro, 235",-21.79463005,-43.35352624
10074396,"Rua Jandira Limp Pinheiro, 341",-21.79464531,-43.35502625
10074304,"Rua Tereza Vaz de Melo, 295",-21.79270363,-43.35832977
10074307,"Rua Professor Jair Valle, 250",-21.79203722,-43.3581773
10072173,"Rua São Domingos Sávio, 360",-21.74138055,-43.35652454
10072157,"Rua São Domingos Sávio, 244",-21.74278843,-43.35611558
10074735,"Rua Alves Júnior, 111",-21.74089514,-43.35612325
10072175,"Rua São Domingos Sávio, 10",-21.74368477,-43.35787201
10072172,"Rua Santana, 549",-21.74040702,-43.35762787
10072152,"Rua Santana, 295 - Ponto Final do Centenário",-21.74023438,-43.36008453
10072153,"Rua Tupi, 294",-21.74139705,-43.35897446
10072156,"Rua Custódio Tristão, 18",-21.74217415,-43.36206818
10072144,"Rua João dos Santos, 12",-21.74066536,-43.35778551
10072143,"Rua Santana, 435",-21.74034309,-43.35879517
10072178,"Rua Doutor Lívio de Oliveira Mota, 65",-21.74220198,-43.35686797
10072176,"Rua Oscar Ribeiro, 225",-21.74124527,-43.35735703
10072177,"Rua Doutor Lívio de Oliveira Mota, 175",-21.74200058,-43.35754013
10074896,"Rua Maria de Lourdes Oliveira, 81",-21.79878616,-43.35778809
10072155,"Rua Santana, 224",-21.74021721,-43.36080933
10074895,"Rua Doutor Délcio Fortini, 167 - Ponto Final da Linha 145 no Santa Efigênia",-21.7985113,-43.35678521
10072179,"Rua Doutor Lívio de Oliveira Mota, 225",-21.74118653,-43.35769868
10072160,"Rua Capitão Mario Braga, 109",-21.74059603,-43.35842585
10208777,"Rua São Domingos Sávio, 361",-21.74145513,-43.35662721
10072174,"Rua São Domingos Sávio, 233",-21.74259758,-43.35611653
10074897,"Rua Adail Alevato, 585",-21.79973412,-43.35723877
10074898,"Rua Clóvis Jaguaribe dos Santos, 167",-21.79876709,-43.35601807
10072159,"Rua São Domingos Sávio, 481",-21.74077797,-43.35751343
10072154,"Rua Antônio de Almeida, 47",-21.74086571,-43.35948181
11939737,"Rua Raimundo Cravo, 190",-21.68743254,-43.35662984
11939739,"Rua Manoel José de Paula, 515",-21.68568268,-43.3553337
11939740,"Rua Manoel José de Paula, 260",-21.68562286,-43.35380484
10208784,Estrada sem nome,-21.65822944,-43.36784563
10070313,JFA-417 sul,-21.6471405,-43.37403107
10208789,Estrada sem nome,-21.66257424,-43.36791383
10208786,Estrada sem nome,-21.66451908,-43.37327102
11939731,"Rua dos Imigrantes Italianos, 170",-21.68862387,-43.35828744
11939734,"Rua dos Imigrantes Italianos, 510",-21.687283,-43.36024546
11939733,"Rua dos Imigrantes Italianos, 320",-21.68810547,-43.36022936
10208791,Estrada sem nome,-21.66268563,-43.36082641
10208783,Estrada sem nome,-21.65576145,-43.36846121
10074765,JFA-417 sul,-21.6611917,-43.35463762
10070322,Rua Maria Belo da Silva,-21.67272161,-43.34670341
10070993,"Rua Deputado Arlindo Zanini, 319",-21.68380663,-43.35430252
10074621,JFA-417 sul,-21.67016557,-43.3478936
10208790,Estrada sem nome,-21.66240158,-43.36590433
10074011,"Rua Maria Belo da Silva, 265",-21.67574883,-43.34574509
10208787,Estrada sem nome,-21.66508243,-43.37107698
11939736,"Rua Raimundo Cravo, 41",-21.68773162,-43.35505806
11939730,"Rua dos Imigrantes Italianos, 40",-21.68813039,-43.35755788
10073981,JFA-417 sul,-21.66763287,-43.35012138
10208788,Estrada sem nome,-21.66473345,-43.36893121
10070300,Estrada sem nome,-21.65000381,-43.36916983
11939738,"Rua Manoel José de Paula, 653",-21.6851194,-43.35688402
10074763,JFA-417 sul,-21.64953613,-43.37024307
10070327,JFA-417 sul,-21.65804924,-43.35837734
10208785,Estrada sem nome,-21.66136656,-43.36758277
11939735,"Rua dos Imigrantes Italianos, 640",-21.68629602,-43.35983776
10208792,"Rua Maria Belo da Silva, 25 - Ponto Final do Jardim Emaús",-21.67468309,-43.34607427
10070316,Estrada da Enseada leste,-21.64766081,-43.37779999
10208782,Estrada sem nome,-21.65370065,-43.36863287
11939741,"Rua Deputado Arlindo Zanini, 155",-21.68501636,-43.35320497
11939732,"Rua dos Imigrantes Italianos, 250",-21.68850923,-43.35917794
10070324,Estrada da Enseada - Ponto Final da Linha 150 no Grama,-21.64925619,-43.38338697
10073964,Rua Maria Belo da Silva,-21.67294845,-43.34652751
10208793,Estrada da Enseada oeste,-21.6475179,-43.37785488
10074766,JFA-417 norte,-21.66108799,-43.35454917
10073969,"Rua Maria Belo da Silva, 26",-21.67464948,-43.34592024
10073997,"Rua Maria Belo da Silva, 29",-21.67718747,-43.34507215
10074767,JFA-417 norte,-21.64844894,-43.36764526
10073983,JFA-417 norte,-21.66750591,-43.35020363
10070299,JFA-417 norte,-21.64699364,-43.37402725
10074764,JFA-417 norte,-21.64938545,-43.37008667
10070329,JFA-417 norte,-21.65792445,-43.3583467
10074622,JFA-417 norte,-21.67013584,-43.34774172
10070306,JFA-417 norte,-21.65273094,-43.36365128
10074000,"Rua Maria Belo da Silva, 270",-21.67564739,-43.34556494
10073985,"Rua Marinho Norberto de Souza, 50",-21.6764679,-43.34444046
10073978,"Rua Francisco Malaquias Tavares, 15",-21.6727066,-43.34647369
10073973,"Rua Marinho Norberto de Souza, 35",-21.67380879,-43.34536672
10073118,"Rua José Lourenço Kelmer, 1346",-21.77173202,-43.36981821
10070357,Campus UFJF - Faculdade de Educação Física,-21.77965004,-43.37107739
10070359,Campus UFJF - Acesso ao ICB,-21.77792878,-43.37024184
10073391,Campus UFJF - Reitoria/Faculdade de Letras,-21.77465974,-43.37030703
10073971,Campus UFJF - Centro de Atenção à Saúde,-21.78542328,-43.36920547
10073788,Campus UFJF - Faculdade de Direito,-21.77429248,-43.36722946
10073851,"Avenida Dom Orione, 255",-21.78294935,-43.3686621
10073855,"Avenida Dom Orione, 300",-21.783144,-43.36938095
10070388,Campus UFJF - Reitoria,-21.77335455,-43.3700087
10073102,"Rua José Lourenço Kelmer, 1357",-21.77209165,-43.369825
10073796,"Avenida Dom Orione, 610 - Embrapa",-21.78358206,-43.37064381
10073823,"Avenida Engenheiro Waldir Pedro Monachesi, 15 - Ponto Final do Dom Bosco",-21.78402125,-43.37287188
10072902,"Avenida Presidente Itamar Franco, 3700 - Independência Shopping",-21.78159332,-43.36107635
10072903,"Avenida Presidente Itamar Franco, 3500",-21.78243765,-43.36231995
10074903,"Rua José Ferreira, 28",-21.80004311,-43.35809326
10073806,"Avenida Engenheiro Waldir Pedro Monachesi, 50",-21.78365707,-43.37289429
10071874,"Rua Custódio Furtado de Souza, 142",-21.7918713,-43.36162749
10070298,Campus UFJF - Corpo de Bombeiros 1,-21.78039125,-43.36765588
10071900,"Rua Madre Maria Imaculada, 470",-21.79190003,-43.36242958
10074900,"Rua José Ferreira, 120",-21.79890251,-43.35699844
10071893,"Rua Marli Mendes Alves, 117",-21.79118529,-43.36397672
10072908,"Avenida Presidente Itamar Franco, 4000",-21.78121903,-43.36491417
10073791,"Avenida Dom Orione, 625 - Embrapa",-21.78381097,-43.37094701
10072907,"Avenida Presidente Itamar Franco, 4001",-21.7814827,-43.36517715
10073364,"Rua Francisco Henriques, 213",-21.79272652,-43.34450328
10072906,"Avenida Presidente Itamar Franco, 3701",-21.78192329,-43.36123657
10071895,"Rua Marli Mendes Alves, 118",-21.79133034,-43.3639645
10211496,"Rua Custódio Furtado de Souza, 131",-21.79192589,-43.36152769
10071891,"Rua Madre Maria Imaculada, 385",-21.79219695,-43.3624405
10074901,"Rua Maria de Lourdes Oliveira, 54",-21.79907417,-43.3579483
10074926,"Rua José Ferreira, 37",-21.79978,-43.35799408
10074906,"Rua José Ferreira, 118",-21.79891396,-43.35707474
10071963,"Rua Américo Lobo, 1241",-21.74248505,-43.35154343
10071961,"Rua Américo Lobo, 1611",-21.74048424,-43.34877014
10072050,"Rua Américo Lobo, 2317",-21.73450089,-43.34622478
10073818,"Avenida Getúlio Vargas, 475",-21.76015854,-43.34666824
10071966,"Rua Américo Lobo, 1355",-21.74190521,-43.35047913
10072632,"Rua Humberto Valério, 45 - Ponto Final da Linha 201",-21.73255343,-43.34771013
10071951,"Rua Américo Lobo, 1895",-21.73826156,-43.3474257
10071941,"Rua Américo Lobo, 1093",-21.74289131,-43.3528595
10072051,"Rua Américo Lobo, 2165",-21.73554993,-43.34635544
10072048,"Rua Américo Lobo, 2011",-21.73726101,-43.34696328
10071980,"Rua Humberto Valério, 305",-21.73439598,-43.34958267
10072644,"Rua do Planalto, 1",-21.73440154,-43.34886736
10073502,"Rua Barão do Retiro, 480",-21.73813672,-43.34577071
10072649,"Rua Carlos Rocha, 407",-21.72932053,-43.34963989
10072651,"Rua Carlos Rocha, 749",-21.72656441,-43.34914934
10072646,"Rua Carlos Rocha, 370",-21.72964668,-43.34943342
10071981,"Rua Humberto Valério, 175",-21.73348045,-43.34882355
10071975,"Rua Professor José Spineli, 780",-21.73466239,-43.34941852
10073533,"Avenida Governador Valadares, 382",-21.74413681,-43.35366821
10072647,"Rua Carlos Rocha, 14",-21.73207899,-43.34766185
10072650,"Rua Carlos Rocha, 583",-21.72798587,-43.34919715
10074285,"Rua Alvino Ferreira Toledo, 50",-21.73519022,-43.34543764
10073539,"Rua Eugênio Fontainha, 108",-21.74325192,-43.35108149
10072623,"Travessa Ribeiro de Abreu, 173",-21.73469611,-43.35121763
10073549,"Rua Eugênio Fontainha, 140",-21.74079401,-43.34792936
10072645,"Rua Carlos Rocha, 238",-21.7307981,-43.34919238
10072659,"Rua Carlos Rocha, 116",-21.73166466,-43.3483696
10072656,"Rua Carlos Rocha, 125",-21.73169877,-43.34851014
10072640,"Rua do Planalto, 26",-21.73488808,-43.348526
10072626,"Rua Ribeiro de Abreu, 1139",-21.73332965,-43.34993732
10072653,"Rua Ribeiro de Abreu, 1263",-21.73265907,-43.34919155
10072648,"Rua Carlos Rocha, 636",-21.72756386,-43.34901702
10073501,"Rua Barão do Retiro, 330",-21.73932686,-43.34640216
10072642,"Rua do Planalto, 147",-21.7347005,-43.34813374
10072628,"Rua Ribeiro de Abreu, 929",-21.73389053,-43.35166239
10073499,"Rua Barão do Retiro, 684",-21.73634529,-43.34531021
10072042,"Rua Américo Lobo, 2404",-21.73354543,-43.3464793
10073540,"Rua Eugênio Fontainha, 240",-21.74251747,-43.34994125
10072625,"Rua Professor José Spineli, 575",-21.73532696,-43.3512696
10072763,"Avenida Presidente Itamar Franco, 986",-21.76537704,-43.34768295
10072630,"Rua Professor José Spineli, 698",-21.73503222,-43.35026169
10072635,"Rua Professor José Spineli, 450",-21.73620762,-43.35147625
10071973,"Rua Doutor Antônio de Souza Ferreira, 281 - Ponto Final da Linha 202",-21.72955353,-43.34877682
10071999,"Rua Augusto Stoppa, 21",-21.73198111,-43.34745484
10071976,"Rua Doutor Antônio de Souza Ferreira, 31",-21.73092701,-43.34753978
10071972,"Rua Doutor Antônio de Souza Ferreira, 409",-21.72803879,-43.34844589
10071953,"Rua Augusto Stoppa, 181",-21.7282753,-43.34776688
10071997,"Rua Augusto Stoppa, 188",-21.73041384,-43.34715247
10073410,"Rua Augusto Stoppa, 32",-21.73189205,-43.34733468
10211498,"Rua Luís Gualberto Júnior, 30",-21.72311563,-43.34884065
10071955,"Rua Augusto Stoppa, 428",-21.72560692,-43.34831893
10071952,"Rua Augusto Stoppa, 278",-21.72716522,-43.34743118
10071968,"Rua Augusto Stoppa, 508",-21.72478645,-43.34853548
10071940,"Rua Luís Gualberto Júnior, 29",-21.72317093,-43.34898484
10072060,"Rua Augusto Stoppa, 19",-21.72942352,-43.34753799
10071957,"Rua Augusto Stoppa, 431",-21.72546621,-43.34857476
10071990,"Rua Doutor Antônio de Souza Ferreira, 835",-21.72634475,-43.34848261
10073506,"Rua Barão do Retiro, 877",-21.73453448,-43.34487724
10071272,"Rua Marumbi, 675",-21.73038292,-43.34047318
10071267,"Rua Manoel Gonçalves Coelho, 155 - Ponto Final do Marumbi",-21.72898114,-43.34025753
10073404,"Rua Barão do Retiro, 1231",-21.73165703,-43.34307098
10073409,"Rua Barão do Retiro, 1405",-21.73089027,-43.34141541
10073497,"Rua Barão do Retiro, 461",-21.73820686,-43.34600449
10073505,"Rua Barão do Retiro, 657",-21.73661633,-43.34556007
10073522,"Rua Barão do Retiro, 1109",-21.73273099,-43.34421838
10070752,Rua Otávio Pereira Torres,-21.73130533,-43.34066081
10073503,"Rua Barão do Retiro, 860",-21.73491096,-43.34487915
10071994,"Rua Barão do Retiro, 1560",-21.73119495,-43.33999372
10070756,Rua Otávio Pereira Torres,-21.73147392,-43.34046173
10070770,"Rua Marumbi, 56",-21.73381042,-43.34475708
10071251,"Rua Silvestre de Araújo Porto, 107",-21.72631529,-43.33805096
10070761,"Rua Carlos Luís Reiter, 172",-21.7326953,-43.34117454
10070755,"Rua Marumbi, 636",-21.73053741,-43.34082031
11939742,"Rua Carlos Luís Reiter, 225",-21.73215487,-43.341272
10070757,"Rua Carlos Luís Reiter, 86",-21.73165703,-43.34149551
10071095,"Rua Orville Derby Dutra, 1254",-21.73512809,-43.34149324
10071274,"Rua Marumbi, 286",-21.73177596,-43.34382248
10071247,"Rua Joaquim Marques Coimbra, 492",-21.7263138,-43.33744347
10071264,"Rua Joaquim Marques Coimbra, 404",-21.72749329,-43.33806992
10072010,"Rua Joaquim Marques Coimbra, 118",-21.73093796,-43.33840179
10070754,"Rua Marumbi, 502",-21.73075104,-43.3420372
10071249,"Rua Silvestre de Araújo Porto, 41",-21.7280434,-43.33910537
10071257,"Rua Carlos Luís Reiter, 315",-21.73278999,-43.34099579
10071261,"Rua Joaquim Marques Coimbra, 350",-21.72895622,-43.33820343
10071259,"Rua Carlos Luís Reiter, 77",-21.73175812,-43.34129333
10070760,"Rua Carlos Luís Reiter, 176",-21.73227882,-43.34119797
10070769,"Rua Marumbi, 346",-21.73122025,-43.3430748
10070771,"Rua Marumbi, 162",-21.73264694,-43.34445572
10071252,"Rua Silvestre de Araújo Porto, 101",-21.72720971,-43.33869433
10072006,"Rua Augusto Stoppa, 163",-21.73079152,-43.34724301
10072866,"Rua Vitar Maria de Oliveira, 1061 - Ponto Final do Santa Paula",-21.72634156,-43.34147501
10072872,"Rua Vitar Maria de Oliveira, 929",-21.72681618,-43.34273148
10072873,"Rua Vitar Maria de Oliveira, 813",-21.7270813,-43.34382248
10072044,"Rua Vitar Maria de Oliveira, 295",-21.7294816,-43.34737837
10072868,"Rua Vitar Maria de Oliveira, 539",-21.72811379,-43.34604585
10071166,"Rua Vitar Maria de Oliveira, 689",-21.72732895,-43.34490502
10071163,"Rua Vitar Maria de Oliveira, 540",-21.72814284,-43.34582913
10071149,"Rua Maria Luiza Alves, 326",-21.7242794,-43.34160995
10071161,"Rua Vitar Maria de Oliveira, 908",-21.72702408,-43.3428688
10071151,"Rua Maria Luiza Alves, 342",-21.7245121,-43.34111023
10071182,"Rua Maria Luiza Alves, 96",-21.72578621,-43.34218597
10073664,"Rua Vitar Maria de Oliveira, 730",-21.72729683,-43.34463501
10071122,"Rua Sebastião Rodrigues, 34",-21.72367997,-43.34317691
10071219,"Rua Maria Luiza Alves, 411",-21.72445408,-43.34079009
10071127,"Rua Sebastião Rodrigues, 35",-21.72366358,-43.34328443
10071154,"Rua José Ramos, 90",-21.7242452,-43.34233964
10073504,"Rua Jorge Knopp, 511",-21.73273165,-43.34550858
10071214,"Rua Maria Luiza Alves, 530",-21.72485659,-43.33999973
10073597,"Rua Jorge Knopp, 449",-21.73208987,-43.34589827
10073411,"Rua Jorge Knopp, 139",-21.7294445,-43.34591675
10211500,"Rua Maria Luiza Alves, 34",-21.72420788,-43.33952337
10071212,"Rua Maria Luiza Alves, 745",-21.72380657,-43.34035504
10211499,"Rua José Ramos, 87",-21.72423849,-43.34247396
10071129,"Rua Sebastião Rodrigues, 10",-21.72432327,-43.34316575
10071224,"Rua Maria Luiza Alves, 559",-21.72468979,-43.33974695
10073406,"Rua Jorge Knopp, 273",-21.7306366,-43.3458252
10071222,"Rua Maria Luiza Alves, 32",-21.72414398,-43.33969116
10073400,"Rua Jorge Knopp, 236",-21.73033524,-43.34604263
10073600,"Rua Jorge Knopp, 440",-21.73200958,-43.34611869
10073519,"Rua Jorge Knopp, 510",-21.73281288,-43.34563744
10073413,"Rua Jorge Knopp, 82",-21.72894078,-43.34614289
10072012,"Rua Antonieta Maximiana Sampaio, 347",-21.72676327,-43.34669986
13170068,"Rua Júlio David, 25",-21.72489312,-43.34605018
10072065,"Rua Antonieta Maximiana Sampaio, 485",-21.72540431,-43.34646583
10072074,"Rua Antonieta Maximiana Sampaio, 425",-21.72604112,-43.34662279
10211503,"Rua Leonardo Ferreira, 56 - Ponto Final do Borborema",-21.72573465,-43.34568373
10072081,"Rua Antonieta Maximiana Sampaio, 133",-21.72826133,-43.34741425
10072079,"Rua Antonieta Maximiana Sampaio, 480",-21.7255743,-43.3463987
10072046,"Rua Américo Lobo, 2122",-21.73568726,-43.34618759
10072004,"Rua Antonieta Maximiana Sampaio, 270",-21.72732595,-43.3466136
10072075,"Rua Antonieta Maximiana Sampaio, 372",-21.72645233,-43.3466039
10072058,"Rua Américo Lobo, 2012",-21.73740387,-43.34685135
10072008,"Rua Antonieta Maximiana Sampaio, 80",-21.72838974,-43.34727859
10072069,Rua Júlio David,-21.72508812,-43.34607697
10071285,"Rua Aleixo Martins Neto, 309",-21.72958183,-43.34231949
10071283,"Rua Aleixo Martins Neto, 641",-21.73086757,-43.34456039
10072072,"Rua Barão do Retiro, 1870",-21.72963764,-43.33862006
10071250,"Rua Silvestre de Araújo Porto, 230",-21.72787618,-43.34007562
10071280,"Rua Aleixo Martins Neto, 445",-21.73017089,-43.34352351
10071256,"Rua Silvestre de Araújo Porto, 540",-21.7277538,-43.34188045
10071278,"Rua Alexandre Fazzi, 791",-21.73038292,-43.34508181
10071279,"Rua Manoel Lage, 336",-21.72949152,-43.34416139
10071284,"Rua Aleixo Martins Neto, 191",-21.72909927,-43.34126282
10071254,"Rua Manoel Lage, 240",-21.72875977,-43.34378052
10072068,Rua Barão do Retiro,-21.72868741,-43.33898747
10071260,"Rua Barão do Retiro, 1700",-21.73087682,-43.33857644
