routeshortname,routelongname,stopid,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,stopname
547,N.S.Fatima,10073081,05:10:00,10,0,1,0,2025-01-02T00:00:00.000Z,-43.369184260000,-21.770276400000,"Rua José Lourenço Kelmer, 1200"
547,N.S.Fatima,10070078,05:10:00,9,0,0,1,2025-01-02T00:00:00.000Z,-43.368591930000,-21.769020710000,"Rua Nossa Senhora de Fátima, 15"
547,N.S.Fatima,10070001,05:10:00,6,0,0,1,2025-01-02T00:00:00.000Z,-43.366560520000,-21.767927750000,"Rua Júlio Rasec, 125"
547,N.S.Fatima,10070903,05:10:00,26,1,0,1,2025-01-02T00:00:00.000Z,-43.343536380000,-21.759672160000,"Avenida Francisco Bernardino, 162"
547,N.S.Fatima,10070113,05:10:00,2,0,0,0,2025-01-02T00:00:00.000Z,-43.365810390000,-21.769137990000,"Rua Alcides Esteves dos Reis, 35"
547,N.S.Fatima,10072756,05:10:00,23,0,1,0,2025-01-02T00:00:00.000Z,-43.348796730000,-21.766724510000,"Avenida Presidente Itamar Franco, 1339"
547,N.S.Fatima,10070359,05:10:00,13,0,1,1,2025-01-02T00:00:00.000Z,-43.370241840000,-21.777928780000,Campus UFJF - Acesso ao ICB
547,N.S.Fatima,10073625,05:10:00,22,0,0,1,2025-01-02T00:00:00.000Z,-43.350097540000,-21.768438340000,"Avenida Presidente Itamar Franco, 1619"
547,N.S.Fatima,10069810,05:10:00,19,1,0,1,2025-01-02T00:00:00.000Z,-43.355831500000,-21.775662250000,"Avenida Presidente Itamar Franco, 2463"
547,N.S.Fatima,10072905,05:10:00,17,0,0,0,2025-01-02T00:00:00.000Z,-43.362110630000,-21.781216720000,"Avenida Presidente Itamar Franco, 3261"
547,N.S.Fatima,10073014,05:10:00,24,0,0,0,2025-01-02T00:00:00.000Z,-43.347229000000,-21.765190120000,"Avenida Presidente Itamar Franco, 915"
547,N.S.Fatima,10073391,05:10:00,12,0,1,2,2025-01-02T00:00:00.000Z,-43.370307030000,-21.774659740000,Campus UFJF - Reitoria/Faculdade de Letras
547,N.S.Fatima,10069993,05:10:00,5,0,0,1,2025-01-02T00:00:00.000Z,-43.365583110000,-21.767775060000,"Rua Samuel Reoli, 51"
547,N.S.Fatima,10072906,05:10:00,16,0,0,0,2025-01-02T00:00:00.000Z,-43.361236570000,-21.781923290000,"Avenida Presidente Itamar Franco, 3701"
547,N.S.Fatima,10073118,05:10:00,11,3,0,3,2025-01-02T00:00:00.000Z,-43.369818210000,-21.771732020000,"Rua José Lourenço Kelmer, 1346"
547,N.S.Fatima,10070085,05:10:00,1,0,0,0,2025-01-02T00:00:00.000Z,-43.366491680000,-21.768751120000,"Rua Sebastião Santos Pilato, 154 - Ponto Final do Nossa Senhora de Fátima"
547,N.S.Fatima,10072907,05:10:00,15,0,0,0,2025-01-02T00:00:00.000Z,-43.365177150000,-21.781482700000,"Avenida Presidente Itamar Franco, 4001"
547,N.S.Fatima,10069811,05:10:00,21,0,0,1,2025-01-02T00:00:00.000Z,-43.352050780000,-21.771301270000,"Avenida Presidente Itamar Franco, 1901"
547,N.S.Fatima,10070083,05:10:00,4,0,0,1,2025-01-02T00:00:00.000Z,-43.365140050000,-21.768308130000,"Rua Bento Hinoto, 17"
547,N.S.Fatima,10072963,05:10:00,20,0,0,1,2025-01-02T00:00:00.000Z,-43.354705810000,-21.774360660000,"Avenida Presidente Itamar Franco, 2335"
547,N.S.Fatima,10070101,05:10:00,3,1,0,1,2025-01-02T00:00:00.000Z,-43.364603220000,-21.769157300000,"Rua Bento Hinoto, 191"
547,N.S.Fatima,10070063,05:10:00,7,0,0,1,2025-01-02T00:00:00.000Z,-43.366351660000,-21.767145080000,"Rua Alecsander Alves, 87"
547,N.S.Fatima,10070907,05:10:00,27,0,0,1,2025-01-02T00:00:00.000Z,-43.346790070000,-21.757041220000,"Avenida Francisco Bernardino, 340"
547,N.S.Fatima,10395532,05:10:00,8,0,0,1,2025-01-02T00:00:00.000Z,-43.367965410000,-21.768326440000,"Rua Nossa Senhora de Fátima, 135"
547,N.S.Fatima,10072762,05:10:00,25,0,0,0,2025-01-02T00:00:00.000Z,-43.344707490000,-21.762727740000,"Avenida Presidente Itamar Franco, 605"
547,N.S.Fatima,10072911,05:10:00,18,0,0,0,2025-01-02T00:00:00.000Z,-43.358677950000,-21.778109020000,"Avenida Presidente Itamar Franco, 3001"
547,N.S.Fatima,10070357,05:10:00,14,0,1,0,2025-01-02T00:00:00.000Z,-43.371077390000,-21.779650040000,Campus UFJF - Faculdade de Educação Física
547,N.S.Fatima,10071960,05:35:00,2,0,0,0,2025-01-02T00:00:00.000Z,-43.352169040000,-21.753467560000,"Avenida dos Andradas, 236"
547,N.S.Fatima,10074833,05:35:00,5,0,0,1,2025-01-02T00:00:00.000Z,-43.357871300000,-21.749652050000,"Rua Engenheiro José Carlos Moraes Sarmento, 200"
547,N.S.Fatima,10071958,05:35:00,3,1,0,1,2025-01-02T00:00:00.000Z,-43.353675840000,-21.751693730000,"Avenida dos Andradas, 540"
547,N.S.Fatima,10070081,05:35:00,26,0,0,6,2025-01-02T00:00:00.000Z,-43.366190130000,-21.770170260000,"Rua Professor Sérgio Lessa, 150"
547,N.S.Fatima,10395530,05:35:00,24,4,0,6,2025-01-02T00:00:00.000Z,-43.366698210000,-21.768844180000,"Rua Sebastião Santos Pilato, 196"
547,N.S.Fatima,10073469,05:35:00,10,1,0,2,2025-01-02T00:00:00.000Z,-43.370811460000,-21.758735660000,"Estrada Engenheiro Gentil Forn, 1150"
547,N.S.Fatima,10070060,05:35:00,18,0,0,2,2025-01-02T00:00:00.000Z,-43.366329490000,-21.767256650000,"Rua Alecsander Alves, 130"
547,N.S.Fatima,10073327,05:35:00,11,0,0,2,2025-01-02T00:00:00.000Z,-43.368953700000,-21.761512760000,"Rua José Lourenço Kelmer, 200"
547,N.S.Fatima,10070105,05:35:00,21,0,0,2,2025-01-02T00:00:00.000Z,-43.365172860000,-21.768450160000,"Rua Bento Hinoto, 18"
547,N.S.Fatima,10395531,05:35:00,17,0,0,2,2025-01-02T00:00:00.000Z,-43.367773360000,-21.768183730000,"Rua Nossa Senhora de Fátima, 130"
547,N.S.Fatima,10073311,05:35:00,12,0,0,2,2025-01-02T00:00:00.000Z,-43.367836000000,-21.762643810000,"Rua José Lourenço Kelmer, 393"
547,N.S.Fatima,10073465,05:35:00,9,0,0,1,2025-01-02T00:00:00.000Z,-43.369281770000,-21.757471080000,"Estrada Engenheiro Gentil Forn, 1000"
547,N.S.Fatima,10073074,05:35:00,15,0,0,2,2025-01-02T00:00:00.000Z,-43.369249110000,-21.770857910000,"Rua José Lourenço Kelmer, 1217"
