routeshortname,routelongname,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,stopname
438,PARQUE SERRA VERDE,06:15,1,0,0,0,2024-11-01,-43.34933186,-21.75814461,"Avenida Getúlio Vargas, 835"
438,PARQUE SERRA VERDE,06:15,2,1,0,1,2024-11-01,-43.33747897,-21.76092295,"Rua Djalma de Carvalho, 37"
438,PARQUE SERRA VERDE,06:15,3,0,0,1,2024-11-01,-43.33547902,-21.76031355,"Rua São Geraldo, 84"
438,PARQUE SERRA VERDE,06:15,4,0,0,1,2024-11-01,-43.33464575,-21.76066971,"Rua Olga Burnier, 70"
438,PARQUE SERRA VERDE,06:15,5,0,1,0,2024-11-01,-43.33358967,-21.76165228,"Rua Olga Burnier, 230"
438,PARQUE SERRA VERDE,06:15,6,0,0,0,2024-11-01,-43.33155251,-21.76341891,"Rua Olga Burnier, 480"
438,PARQUE SERRA VERDE,06:15,7,0,0,0,2024-11-01,-43.33013833,-21.76325297,"Rua Adelaide Campos de Resende, 1061"
438,PARQUE SERRA VERDE,06:15,8,0,0,0,2024-11-01,-43.32937479,-21.76344043,"Rua Adelaide Campos de Resende, 975"
438,PARQUE SERRA VERDE,06:15,9,0,0,0,2024-11-01,-43.32835674,-21.76402576,"Rua Adelaide Campos de Resende, 821"
438,PARQUE SERRA VERDE,06:15,10,1,0,1,2024-11-01,-43.32645035,-21.76368332,"Rua Adelaide Campos de Resende, 669"
438,PARQUE SERRA VERDE,06:15,11,1,1,1,2024-11-01,-43.32586765,-21.76287686,"Rua Francisco Gonçalo de Faria, 431"
438,PARQUE SERRA VERDE,06:15,12,0,1,0,2024-11-01,-43.32594502,-21.76404232,"Rua Francisco Gonçalo de Faria, 331"
438,PARQUE SERRA VERDE,06:15,13,0,0,0,2024-11-01,-43.32675613,-21.7646135,"Rua Francisco Gonçalo de Faria, 249"
438,PARQUE SERRA VERDE,06:15,14,0,0,0,2024-11-01,-43.32777387,-21.76485045,"Rua Francisco Gonçalo de Faria, 147"
438,PARQUE SERRA VERDE,06:15,15,0,0,0,2024-11-01,-43.32836711,-21.76573598,"Rua Inácio da Gama, 75"
438,PARQUE SERRA VERDE,06:15,16,0,0,0,2024-11-01,-43.32868493,-21.76582951,"Rua Inácio da Gama, 619"
438,PARQUE SERRA VERDE,06:15,17,0,0,0,2024-11-01,-43.3283577,-21.76688766,"Rua Nossa Senhora de Lourdes, 174"
438,PARQUE SERRA VERDE,06:15,18,0,0,0,2024-11-01,-43.32659149,-21.76758575,"Rua Nossa Senhora de Lourdes, 388"
438,PARQUE SERRA VERDE,06:15,19,0,0,0,2024-11-01,-43.32454908,-21.76866691,"Rua Nossa Senhora de Lourdes, 620"
438,PARQUE SERRA VERDE,06:15,20,0,0,0,2024-11-01,-43.32314765,-21.76944351,"Rua Nossa Senhora de Lourdes, 862"
438,PARQUE SERRA VERDE,06:15,21,0,0,0,2024-11-01,-43.32237625,-21.76934624,"Estrada Athos Branco da Rosa, 96"
438,PARQUE SERRA VERDE,06:15,22,0,0,0,2024-11-01,-43.32087266,-21.76813994,"Estrada Athos Branco da Rosa, 300"
438,PARQUE SERRA VERDE,06:15,23,0,0,0,2024-11-01,-43.3198142,-21.76648311,"Estrada Athos Branco da Rosa, 376"
438,PARQUE SERRA VERDE,06:15,24,0,0,0,2024-11-01,-43.31929779,-21.76787949,"Rua Luís Gonzaga de Figueiredo, 196"
438,PARQUE SERRA VERDE,06:15,25,3,0,3,2024-11-01,-43.3179245,-21.76890182,"Rua Jorge Firmino de Santana, 228"
438,PARQUE SERRA VERDE,06:15,26,4,0,7,2024-11-01,-43.31696308,-21.7690299,"Rua Jorge Firmino de Santana, 135"
438,PARQUE SERRA VERDE,06:15,27,0,0,7,2024-11-01,-43.31589317,-21.76949034,"Rua Jorge Firmino de Santana, 35"
438,PARQUE SERRA VERDE,06:15,28,3,0,10,2024-11-01,-43.31568516,-21.76877022,"Rua Professora Conceição Pereira, 78"
438,PARQUE SERRA VERDE,06:15,29,4,0,14,2024-11-01,-43.31642151,-21.76847446,"Rua Professora Conceição Pereira, 140"
438,PARQUE SERRA VERDE,06:15,30,0,0,14,2024-11-01,-43.31745065,-21.76809692,"Rua Luís Gonzaga de Figueiredo, 195 - Ponto Final do Parque Serra Verde"
438,PARQUE SERRA VERDE,09:36,1,0,0,0,2024-11-01,-43.31745065,-21.76809692,"Rua Luís Gonzaga de Figueiredo, 195 - Ponto Final do Parque Serra Verde"
438,PARQUE SERRA VERDE,09:36,2,0,0,0,2024-11-01,-43.31814325,-21.76851696,"Rua Luís Gonzaga de Figueiredo, 280"
438,PARQUE SERRA VERDE,09:36,3,0,0,0,2024-11-01,-43.31912613,-21.76777649,"Rua Luís Gonzaga de Figueiredo, 185"
438,PARQUE SERRA VERDE,09:36,4,0,0,0,2024-11-01,-43.31940842,-21.76622963,"Rua Luís Gonzaga de Figueiredo, 17"
438,PARQUE SERRA VERDE,09:36,5,1,0,1,2024-11-01,-43.32105136,-21.76807871,"Estrada Athos Branco da Rosa, 305"
438,PARQUE SERRA VERDE,09:36,6,0,0,1,2024-11-01,-43.32331085,-21.76924714,"Rua Nossa Senhora de Lourdes, 751"
438,PARQUE SERRA VERDE,09:36,7,0,0,1,2024-11-01,-43.32437515,-21.76854324,"Rua Nossa Senhora de Lourdes, 641"
438,PARQUE SERRA VERDE,09:36,8,0,0,1,2024-11-01,-43.32659149,-21.76731491,"Rua Nossa Senhora de Lourdes, 391"
438,PARQUE SERRA VERDE,09:36,9,4,0,5,2024-11-01,-43.32818341,-21.7657301,"Rua Inácio da Gama, 649"
438,PARQUE SERRA VERDE,09:36,10,0,0,5,2024-11-01,-43.32766832,-21.76490249,"Rua Francisco Gonçalo de Faria, 136"
