routeshortname,routelongname,stopid,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,horario,stopname
428,Linhares / Via Fazenda Yung,10071108,06:50,1,0,0,0,2024-11-01,-43.34933186,-21.75814461,06:50,"Avenida Getúlio Vargas, 835"
428,Linhares / Via Fazenda Yung,10070903,06:50,2,11,0,11,2024-11-01,-43.34353638,-21.75967216,06:53:24,"Avenida Francisco Bernardino, 162"
428,Linhares / Via Fazenda Yung,10073810,06:50,3,0,0,11,2024-11-01,-43.34828949,-21.75475502,06:55:36,"Rua Benjamin Constant, 369"
428,Linhares / Via Fazenda Yung,10070909,06:50,4,1,1,11,2024-11-01,-43.34473038,-21.75289726,06:57:47,"Rua Professor Lander, 42"
428,Linhares / Via Fazenda Yung,10074098,06:50,5,2,0,13,2024-11-01,-43.34366989,-21.7511156,06:58:47,"Rua do Monte, 142"
428,Linhares / Via Fazenda Yung,10074095,06:50,6,5,0,18,2024-11-01,-43.34225988,-21.75015302,06:59:47,"Rua do Monte, 344"
428,Linhares / Via Fazenda Yung,10071422,06:50,7,0,0,18,2024-11-01,-43.3389076,-21.7482357,07:01:07,"Rua João Henrique Vila Real, 111"
428,Linhares / Via Fazenda Yung,10071430,06:50,8,0,0,18,2024-11-01,-43.33840549,-21.74709246,07:01:27,"Rua João Henrique Vila Real, 275"
428,Linhares / Via Fazenda Yung,10071439,06:50,9,0,0,18,2024-11-01,-43.33830928,-21.74333191,07:02:07,"Rua João Henrique Vila Real, 124"
428,Linhares / Via Fazenda Yung,10071442,06:50,10,0,0,18,2024-11-01,-43.33526218,-21.74197349,07:03:07,"Rua João Henrique Vila Real, 1100"
428,Linhares / Via Fazenda Yung,10071434,06:50,11,0,0,18,2024-11-01,-43.33201992,-21.73932963,07:04:07,"Rua Diva Garcia, 1180"
428,Linhares / Via Fazenda Yung,10071436,06:50,12,1,0,19,2024-11-01,-43.33041,-21.73635483,07:05:27,"Rua João Henrique Vila Real, 1580"
428,Linhares / Via Fazenda Yung,10071381,06:50,13,0,9,10,2024-11-01,-43.32869339,-21.73396873,07:06:32,"Rua Diva Garcia, 1986"
428,Linhares / Via Fazenda Yung,10071384,06:50,14,1,4,7,2024-11-01,-43.32687771,-21.7330024,07:07:27,"Rua Diva Garcia, 2184"
428,Linhares / Via Fazenda Yung,10071374,06:50,15,0,4,3,2024-11-01,-43.32563019,-21.73167419,07:08:47,"Rua Diva Garcia, 2390"
428,Linhares / Via Fazenda Yung,10071378,06:50,16,1,0,4,2024-11-01,-43.32456589,-21.73056984,07:09:27,"Rua Diva Garcia, 2530"
428,Linhares / Via Fazenda Yung,10071386,06:50,17,0,0,4,2024-11-01,-43.32367194,-21.72957626,07:10:07,"Rua Diva Garcia, 2648"
428,Linhares / Via Fazenda Yung,10071389,06:50,18,0,0,4,2024-11-01,-43.32305801,-21.72775083,07:10:27,"Rua Diva Garcia, 2900"
428,Linhares / Via Fazenda Yung,10071338,06:50,19,0,1,3,2024-11-01,-43.32257462,-21.72607656,07:10:47,"Rua Diva Garcia, 3062"
428,Linhares / Via Fazenda Yung,10071803,06:50,20,0,3,0,2024-11-01,-43.32221376,-21.7233947,07:11:27,"Rua Diva Garcia, 3250"
428,Linhares / Via Fazenda Yung,10071396,06:50,21,5,0,5,2024-11-01,-43.32187271,-21.72194937,07:12:07,"Rua Diva Garcia, 3324"
428,Linhares / Via Fazenda Yung,10071467,06:50,22,1,2,4,2024-11-01,-43.32091474,-21.71991853,07:13:07,"Rua Diva Garcia, 3370"
428,Linhares / Via Fazenda Yung,10071463,06:50,23,0,0,4,2024-11-01,-43.32141364,-21.71910218,07:13:47,"Rua Diva Garcia, 3730"
428,Linhares / Via Fazenda Yung,10071352,06:50,24,0,2,2,2024-11-01,-43.32189452,-21.71779558,07:14:07,"Rua Diva Garcia, 4000"
428,Linhares / Via Fazenda Yung,10071484,06:50,25,0,0,2,2024-11-01,-43.32129288,-21.71590996,07:14:47,"Rua Diva Garcia, 3830"
428,Linhares / Via Fazenda Yung,10071481,06:50,26,0,0,2,2024-11-01,-43.32103681,-21.71393382,07:15:07,"Rua Diva Garcia, 3840"
428,Linhares / Via Fazenda Yung,10071485,06:50,27,0,0,2,2024-11-01,-43.32076943,-21.71283494,07:16:07,"Rua Diva Garcia, 4258"
428,Linhares / Via Fazenda Yung,10071460,06:50,28,0,0,2,2024-11-01,-43.31910705,-21.71178621,07:16:27,"Rua Diva Garcia, 3826"
428,Linhares / Via Fazenda Yung,10071348,06:50,29,0,0,2,2024-11-01,-43.31743884,-21.71073544,07:16:47,"Rua Diva Garcia, 3940"
428,Linhares / Via Fazenda Yung,10071347,06:50,30,0,1,1,2024-11-01,-43.31342793,-21.71160722,07:17:24,"Rua Diva Garcia, 4100"
428,Linhares / Via Fazenda Yung,10071461,06:50,31,0,1,0,2024-11-01,-43.31088865,-21.71135545,07:18:07,"Rua Diva Garcia, 4040"
428,Linhares / Via Fazenda Yung,10070602,06:50,32,0,0,0,2024-11-01,-43.31004083,-21.70693145,07:20:07,"Estrada Geraldino Monteiro da Silva, 30"
428,Linhares / Via Fazenda Yung,10070660,06:50,33,0,0,0,2024-11-01,-43.30839062,-21.70563223,07:20:47,"Estrada Geraldino Monteiro da Silva, 112"
428,Linhares / Via Fazenda Yung,10070609,06:50,34,0,0,0,2024-11-01,-43.30814385,-21.70377159,07:21:27,"Estrada Geraldino Monteiro da Silva, 138"
428,Linhares / Via Fazenda Yung,10070606,06:50,35,0,0,0,2024-11-01,-43.30724394,-21.70232847,07:21:47,"Estrada Geraldino Monteiro da Silva, 168"
428,Linhares / Via Fazenda Yung,10070663,06:50,36,0,0,0,2024-11-01,-43.30767107,-21.69971503,07:22:07,Estrada Geraldino Monteiro da Silva - Ponto Final da Fazenda Yung
428,Linhares / Via Fazenda Yung,10071108,08:10,1,0,0,0,2024-11-01,-43.34933186,-21.75814461,08:10,"Avenida Getúlio Vargas, 835"
428,Linhares / Via Fazenda Yung,10070903,08:10,2,3,0,3,2024-11-01,-43.34353638,-21.75967216,08:15:07,"Avenida Francisco Bernardino, 162"
428,Linhares / Via Fazenda Yung,10073810,08:10,3,0,0,3,2024-11-01,-43.34828949,-21.75475502,08:16:47,"Rua Benjamin Constant, 369"
428,Linhares / Via Fazenda Yung,10070909,08:10,4,0,3,0,2024-11-01,-43.34473038,-21.75289726,08:18:27,"Rua Professor Lander, 42"
428,Linhares / Via Fazenda Yung,10074098,08:10,5,0,0,0,2024-11-01,-43.34366989,-21.7511156,08:19:47,"Rua do Monte, 142"
428,Linhares / Via Fazenda Yung,10074095,08:10,6,0,0,0,2024-11-01,-43.34225988,-21.75015302,08:20:27,"Rua do Monte, 344"
428,Linhares / Via Fazenda Yung,10071422,08:10,7,0,0,0,2024-11-01,-43.3389076,-21.7482357,08:21:41,"Rua João Henrique Vila Real, 111"
428,Linhares / Via Fazenda Yung,10071430,08:10,8,0,0,0,2024-11-01,-43.33840549,-21.74709246,08:21:47,"Rua João Henrique Vila Real, 275"
428,Linhares / Via Fazenda Yung,10071439,08:10,9,0,0,0,2024-11-01,-43.33830928,-21.74333191,08:23:07,"Rua João Henrique Vila Real, 124"
428,Linhares / Via Fazenda Yung,10071442,08:10,10,0,0,0,2024-11-01,-43.33526218,-21.74197349,08:23:47,"Rua João Henrique Vila Real, 1100"
428,Linhares / Via Fazenda Yung,10071434,08:10,11,0,0,0,2024-11-01,-43.33201992,-21.73932963,08:26:27,"Rua Diva Garcia, 1180"
428,Linhares / Via Fazenda Yung,10071436,08:10,12,1,0,1,2024-11-01,-43.33041,-21.73635483,08:27:47,"Rua João Henrique Vila Real, 1580"
428,Linhares / Via Fazenda Yung,10071381,08:10,13,0,1,0,2024-11-01,-43.32869339,-21.73396873,08:29,"Rua Diva Garcia, 1986"
428,Linhares / Via Fazenda Yung,10071384,08:10,14,3,0,3,2024-11-01,-43.32687771,-21.7330024,08:30:06,"Rua Diva Garcia, 2184"
428,Linhares / Via Fazenda Yung,10071374,08:10,15,2,3,2,2024-11-01,-43.32563019,-21.73167419,08:31:47,"Rua Diva Garcia, 2390"
428,Linhares / Via Fazenda Yung,10071378,08:10,16,0,0,2,2024-11-01,-43.32456589,-21.73056984,08:32:07,"Rua Diva Garcia, 2530"
428,Linhares / Via Fazenda Yung,10071386,08:10,17,0,0,2,2024-11-01,-43.32367194,-21.72957626,08:32:27,"Rua Diva Garcia, 2648"
428,Linhares / Via Fazenda Yung,10071389,08:10,18,0,0,2,2024-11-01,-43.32305801,-21.72775083,08:32:47,"Rua Diva Garcia, 2900"
428,Linhares / Via Fazenda Yung,10071338,08:10,19,1,0,3,2024-11-01,-43.32257462,-21.72607656,08:33:47,"Rua Diva Garcia, 3062"
428,Linhares / Via Fazenda Yung,10071803,08:10,20,0,0,3,2024-11-01,-43.32221376,-21.7233947,08:34:47,"Rua Diva Garcia, 3250"
428,Linhares / Via Fazenda Yung,10071396,08:10,21,0,0,3,2024-11-01,-43.32187271,-21.72194937,08:35:07,"Rua Diva Garcia, 3324"
428,Linhares / Via Fazenda Yung,10071467,08:10,22,0,0,3,2024-11-01,-43.32091474,-21.71991853,08:35:47,"Rua Diva Garcia, 3370"
428,Linhares / Via Fazenda Yung,10071463,08:10,23,0,0,3,2024-11-01,-43.32141364,-21.71910218,08:36:47,"Rua Diva Garcia, 3730"
428,Linhares / Via Fazenda Yung,10071352,08:10,24,0,0,3,2024-11-01,-43.32189452,-21.71779558,08:37:23,"Rua Diva Garcia, 4000"
428,Linhares / Via Fazenda Yung,10071484,08:10,25,1,0,4,2024-11-01,-43.32129288,-21.71590996,08:37:47,"Rua Diva Garcia, 3830"
428,Linhares / Via Fazenda Yung,10071481,08:10,26,0,0,4,2024-11-01,-43.32103681,-21.71393382,08:38:27,"Rua Diva Garcia, 3840"
428,Linhares / Via Fazenda Yung,10071485,08:10,27,0,0,4,2024-11-01,-43.32076943,-21.71283494,08:38:47,"Rua Diva Garcia, 4258"
428,Linhares / Via Fazenda Yung,10071460,08:10,28,0,0,4,2024-11-01,-43.31910705,-21.71178621,08:39:27,"Rua Diva Garcia, 3826"
428,Linhares / Via Fazenda Yung,10071348,08:10,29,0,0,4,2024-11-01,-43.31743884,-21.71073544,08:39:47,"Rua Diva Garcia, 3940"
428,Linhares / Via Fazenda Yung,10071347,08:10,30,0,0,4,2024-11-01,-43.31342793,-21.71160722,08:40:25,"Rua Diva Garcia, 4100"
428,Linhares / Via Fazenda Yung,10071461,08:10,31,0,0,4,2024-11-01,-43.31088865,-21.71135545,08:40:47,"Rua Diva Garcia, 4040"
428,Linhares / Via Fazenda Yung,10070602,08:10,32,0,1,3,2024-11-01,-43.31004083,-21.70693145,08:45:40,"Estrada Geraldino Monteiro da Silva, 30"
428,Linhares / Via Fazenda Yung,10070660,08:10,33,0,0,3,2024-11-01,-43.30839062,-21.70563223,08:50:33,"Estrada Geraldino Monteiro da Silva, 112"
428,Linhares / Via Fazenda Yung,10070609,08:10,34,0,0,3,2024-11-01,-43.30814385,-21.70377159,08:55:26,"Estrada Geraldino Monteiro da Silva, 138"
428,Linhares / Via Fazenda Yung,10070606,08:10,35,0,0,3,2024-11-01,-43.30724394,-21.70232847,08:55:46,"Estrada Geraldino Monteiro da Silva, 168"
428,Linhares / Via Fazenda Yung,10070663,08:10,36,0,0,3,2024-11-01,-43.30767107,-21.69971503,08:56:06,Estrada Geraldino Monteiro da Silva - Ponto Final da Fazenda Yung
428,Linhares / Via Fazenda Yung,10070663,10:10,1,0,0,0,2024-11-01,-43.30767107,-21.69971503,10:10,Estrada Geraldino Monteiro da Silva - Ponto Final da Fazenda Yung
428,Linhares / Via Fazenda Yung,10070666,10:10,2,0,0,0,2024-11-01,-43.30740738,-21.70226288,10:15:55,"Estrada Geraldino Monteiro da Silva, 167"
428,Linhares / Via Fazenda Yung,10070658,10:10,3,0,0,0,2024-11-01,-43.30844151,-21.7038354,10:16:35,"Estrada Geraldino Monteiro da Silva, 137"
428,Linhares / Via Fazenda Yung,10070608,10:10,4,1,0,1,2024-11-01,-43.30853271,-21.70547295,10:16:55,"Estrada Geraldino Monteiro da Silva, 103"
428,Linhares / Via Fazenda Yung,10070672,10:10,5,0,0,1,2024-11-01,-43.31012738,-21.70678139,10:17:35,"Estrada Geraldino Monteiro da Silva, 31"
428,Linhares / Via Fazenda Yung,10070674,10:10,6,0,0,1,2024-11-01,-43.31086206,-21.70907771,10:18:15,"Rua Diva Garcia, 4121"
428,Linhares / Via Fazenda Yung,10071462,10:10,7,0,1,0,2024-11-01,-43.31121291,-21.71130082,10:18:55,"Rua Diva Garcia, 4037"
428,Linhares / Via Fazenda Yung,10071457,10:10,8,0,0,0,2024-11-01,-43.31347502,-21.71142234,10:19:35,"Rua Diva Garcia, 4093"
428,Linhares / Via Fazenda Yung,10071349,10:10,9,0,0,0,2024-11-01,-43.31750321,-21.71059191,10:20:15,"Rua Diva Garcia, 3937"
428,Linhares / Via Fazenda Yung,10071346,10:10,10,0,0,0,2024-11-01,-43.31928253,-21.71160507,10:20:35,"Rua Diva Garcia, 3825"
428,Linhares / Via Fazenda Yung,10071350,10:10,11,2,0,2,2024-11-01,-43.32094574,-21.71267128,10:21:15,"Rua Diva Garcia, 4301"
428,Linhares / Via Fazenda Yung,10071354,10:10,12,0,0,2,2024-11-01,-43.32128978,-21.71384781,10:21:55,"Rua Diva Garcia, 3843"
428,Linhares / Via Fazenda Yung,10071351,10:10,13,0,0,2,2024-11-01,-43.32156873,-21.71549871,10:22:35,"Rua Diva Garcia, 3831"
428,Linhares / Via Fazenda Yung,10071357,10:10,14,0,0,2,2024-11-01,-43.32213188,-21.71775111,10:22:55,"Rua Diva Garcia, 4011"
428,Linhares / Via Fazenda Yung,10071355,10:10,15,0,0,2,2024-11-01,-43.32159066,-21.71922099,10:23:11,"Rua Diva Garcia, 3385"
428,Linhares / Via Fazenda Yung,10071332,10:10,16,0,0,2,2024-11-01,-43.3211962,-21.72014384,10:23:35,"Rua Diva Garcia, 3361"
428,Linhares / Via Fazenda Yung,10071333,10:10,17,0,0,2,2024-11-01,-43.32201385,-21.72177696,10:24:06,"Rua Diva Garcia, 3327"
428,Linhares / Via Fazenda Yung,10071400,10:10,18,0,0,2,2024-11-01,-43.32235718,-21.72364998,10:24:35,"Rua Diva Garcia, 3247"
428,Linhares / Via Fazenda Yung,10071391,10:10,19,3,0,5,2024-11-01,-43.32272196,-21.72605705,10:25:15,"Rua Diva Garcia, 3061"
428,Linhares / Via Fazenda Yung,10071336,10:10,20,0,0,5,2024-11-01,-43.32332193,-21.7280062,10:26:15,"Rua Diva Garcia, 2849"
428,Linhares / Via Fazenda Yung,10071341,10:10,21,0,0,5,2024-11-01,-43.32456589,-21.73035622,10:26:55,"Rua Diva Garcia, 2537"
428,Linhares / Via Fazenda Yung,10071342,10:10,22,0,0,5,2024-11-01,-43.32668757,-21.73277371,10:27:35,"Rua Diva Garcia, 2199"
428,Linhares / Via Fazenda Yung,10071339,10:10,23,4,1,8,2024-11-01,-43.32894063,-21.73400603,10:28:35,"Rua Diva Garcia, 1965"
428,Linhares / Via Fazenda Yung,10071365,10:10,24,2,0,10,2024-11-01,-43.33088684,-21.73555183,10:29:55,"Rua Diva Garcia, 1663"
428,Linhares / Via Fazenda Yung,10071363,10:10,25,3,1,12,2024-11-01,-43.3321606,-21.73753497,10:30:55,"Rua Diva Garcia, 1385"
428,Linhares / Via Fazenda Yung,10071364,10:10,26,2,1,13,2024-11-01,-43.33239829,-21.73910141,10:31:35,"Rua Diva Garcia, 1195"
428,Linhares / Via Fazenda Yung,10071368,10:10,27,0,2,11,2024-11-01,-43.33536446,-21.74168567,10:32:36,"Rua Diva Garcia, 651"
428,Linhares / Via Fazenda Yung,10071366,10:10,28,0,2,9,2024-11-01,-43.33644414,-21.74201498,10:32:56,"Rua Diva Garcia, 567"
428,Linhares / Via Fazenda Yung,10071367,10:10,29,0,0,9,2024-11-01,-43.33857488,-21.74324036,10:33:15,"Rua Diva Garcia, 169"
428,Linhares / Via Fazenda Yung,10071371,10:10,30,0,0,9,2024-11-01,-43.33868301,-21.74571142,10:33:56,"Rua Vitorino Braga, 1269"
428,Linhares / Via Fazenda Yung,10074101,10:10,31,0,0,9,2024-11-01,-43.3391571,-21.74756241,10:34:16,"Rua Vitorino Braga, 1015"
428,Linhares / Via Fazenda Yung,10074103,10:10,32,0,0,9,2024-11-01,-43.34044011,-21.74875691,10:34:36,"Rua Vitorino Braga, 883"
428,Linhares / Via Fazenda Yung,10074066,10:10,33,0,0,9,2024-11-01,-43.34299265,-21.75008443,10:34:56,"Rua Vitorino Braga, 581"
428,Linhares / Via Fazenda Yung,10074062,10:10,34,0,0,9,2024-11-01,-43.3445245,-21.75106726,10:35:16,"Rua Vitorino Braga, 361"
428,Linhares / Via Fazenda Yung,10074067,10:10,35,0,4,5,2024-11-01,-43.34532261,-21.75245094,10:35:47,"Avenida Garibaldi Campinhos, 333"
428,Linhares / Via Fazenda Yung,10073807,10:10,36,0,0,5,2024-11-01,-43.34744996,-21.75424023,10:37:16,"Rua Benjamin Constant, 263"
428,Linhares / Via Fazenda Yung,10070915,10:10,37,1,0,6,2024-11-01,-43.34981918,-21.75532532,10:37:56,"Rua Benjamin Constant, 570"
428,Linhares / Via Fazenda Yung,10071108,10:10,38,0,6,0,2024-11-01,-43.34933186,-21.75814461,10:37:56,"Avenida Getúlio Vargas, 835"
428,Linhares / Via Fazenda Yung,10070663,11:30,1,0,0,0,2024-11-01,-43.30767107,-21.69971503,11:30,Estrada Geraldino Monteiro da Silva - Ponto Final da Fazenda Yung
428,Linhares / Via Fazenda Yung,10070666,11:30,2,0,0,0,2024-11-01,-43.30740738,-21.70226288,11:32:10,"Estrada Geraldino Monteiro da Silva, 167"
428,Linhares / Via Fazenda Yung,10070658,11:30,3,0,0,0,2024-11-01,-43.30844151,-21.7038354,11:32:24,"Estrada Geraldino Monteiro da Silva, 137"
428,Linhares / Via Fazenda Yung,10070608,11:30,4,4,0,4,2024-11-01,-43.30853271,-21.70547295,11:32:37,"Estrada Geraldino Monteiro da Silva, 103"
428,Linhares / Via Fazenda Yung,10070672,11:30,5,1,0,5,2024-11-01,-43.31012738,-21.70678139,11:33:37,"Estrada Geraldino Monteiro da Silva, 31"
428,Linhares / Via Fazenda Yung,10070674,11:30,6,2,0,7,2024-11-01,-43.31086206,-21.70907771,11:34:37,"Rua Diva Garcia, 4121"
428,Linhares / Via Fazenda Yung,10071462,11:30,7,1,0,8,2024-11-01,-43.31121291,-21.71130082,11:35:04,"Rua Diva Garcia, 4037"
428,Linhares / Via Fazenda Yung,10071457,11:30,8,0,0,8,2024-11-01,-43.31347502,-21.71142234,11:35:51,"Rua Diva Garcia, 4093"
428,Linhares / Via Fazenda Yung,10071349,11:30,9,0,0,8,2024-11-01,-43.31750321,-21.71059191,11:36:38,"Rua Diva Garcia, 3937"
