routeshortname,routelongname,stopid,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,stopname
727,BAIRRO ARAÚJO,10436353,05:35:00,3,0,0,1,2025-01-02T00:00:00.000Z,-43.432638520000,-21.684369610000,Avenida Garcia Rodrigues Paes
727,BAIRRO ARAÚJO,10069634,05:35:00,18,0,0,6,2025-01-02T00:00:00.000Z,-43.389316560000,-21.732740400000,"Avenida Brasil, 11017"
727,BAIRRO ARAÚJO,10070575,05:35:00,1,1,0,1,2025-01-02T00:00:00.000Z,-43.433980580000,-21.684722340000,"Rua José Epifânio, 31 - Ponto Final do Bairro Araújo"
727,BAIRRO ARAÚJO,10070492,05:35:00,8,0,0,6,2025-01-02T00:00:00.000Z,-43.428188320000,-21.695949550000,Avenida Garcia Rodrigues Paes - IMBEL
727,BAIRRO ARAÚJO,10074326,05:35:00,10,0,0,6,2025-01-02T00:00:00.000Z,-43.410020110000,-21.708967330000,"Avenida Garcia Rodrigues Paes, 16701"
727,BAIRRO ARAÚJO,10069670,05:35:00,22,0,0,6,2025-01-02T00:00:00.000Z,-43.381166580000,-21.739188340000,"Avenida Coronel Vidal, 801"
727,BAIRRO ARAÚJO,10070453,05:35:00,12,0,0,6,2025-01-02T00:00:00.000Z,-43.403804780000,-21.715263370000,Avenida Garcia Rodrigues Paes
727,BAIRRO ARAÚJO,10069691,05:35:00,25,0,0,6,2025-01-02T00:00:00.000Z,-43.370762590000,-21.741373910000,"Rua Doutor Henrique Burnier, 615"
727,BAIRRO ARAÚJO,10069666,05:35:00,15,0,0,6,2025-01-02T00:00:00.000Z,-43.392747520000,-21.725578310000,"Avenida Garcia Rodrigues Paes, 12425"
727,BAIRRO ARAÚJO,10071071,05:35:00,28,0,0,4,2025-01-02T00:00:00.000Z,-43.362297060000,-21.744657520000,"Avenida Brasil, 5175"
727,BAIRRO ARAÚJO,10071403,05:35:00,2,0,0,1,2025-01-02T00:00:00.000Z,-43.434201830000,-21.680774260000,"Avenida Presidente Juscelino Kubitschek, 7792"
727,BAIRRO ARAÚJO,10071057,05:35:00,27,0,2,4,2025-01-02T00:00:00.000Z,-43.366582510000,-21.743925090000,"Rua Doutor Henrique Burnier, 435"
727,BAIRRO ARAÚJO,10069616,05:35:00,17,0,0,6,2025-01-02T00:00:00.000Z,-43.392016770000,-21.731039790000,"Avenida Garcia Rodrigues Paes, 1049"
727,BAIRRO ARAÚJO,10069696,05:35:00,19,0,0,6,2025-01-02T00:00:00.000Z,-43.387536880000,-21.735236570000,"Avenida Brasil, 10801"
727,BAIRRO ARAÚJO,10069687,05:35:00,24,0,0,6,2025-01-02T00:00:00.000Z,-43.375721940000,-21.739487480000,"Avenida Coronel Vidal, 59 em frente ao Terminal Rodoviário"
727,BAIRRO ARAÚJO,10070444,05:35:00,6,0,0,3,2025-01-02T00:00:00.000Z,-43.431546450000,-21.691839880000,"Rua Eugênio de Montreuil, 38"
727,BAIRRO ARAÚJO,10070275,05:35:00,5,2,0,3,2025-01-02T00:00:00.000Z,-43.430885310000,-21.691261970000,"Rua Eugênio de Montreuil, 91"
727,BAIRRO ARAÚJO,10070456,05:35:00,11,0,0,6,2025-01-02T00:00:00.000Z,-43.406316280000,-21.713454620000,"Avenida Garcia Rodrigues Paes, 14301"
727,BAIRRO ARAÚJO,10069641,05:35:00,14,0,0,6,2025-01-02T00:00:00.000Z,-43.394458770000,-21.720922470000,Avenida Garcia Rodrigues Paes
