routeshortname,routelongname,stopid,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,stopname
741,VALADARES,10437575,04:30:00,26,0,0,1,2025-01-02T00:00:00.000Z,-43.500859480000,-21.705249260000,BR-267 leste
741,VALADARES,10073495,04:30:00,9,0,0,0,2025-01-02T00:00:00.000Z,-43.569619900000,-21.747361780000,BR-267 leste
741,VALADARES,10069610,04:30:00,58,0,0,0,2025-01-02T00:00:00.000Z,-43.422237400000,-21.701147080000,"Avenida Presidente Juscelino Kubitschek, 5681"
741,VALADARES,10070559,04:30:00,43,1,0,14,2025-01-02T00:00:00.000Z,-43.438170140000,-21.683653070000,"Rua Professora Helena Antipoff, 58"
741,VALADARES,10070406,04:30:00,41,0,0,13,2025-01-02T00:00:00.000Z,-43.442252520000,-21.680879590000,"Avenida Antônio Simão Firjam, 531"
741,VALADARES,10073535,04:30:00,35,0,0,13,2025-01-02T00:00:00.000Z,-43.451713560000,-21.704887390000,BR-040 sul - Trevo BR-267 oeste
741,VALADARES,10070397,04:30:00,39,0,2,15,2025-01-02T00:00:00.000Z,-43.446781160000,-21.678456220000,"Avenida Antônio Simão Firjam, 1171"
741,VALADARES,10073630,04:30:00,49,0,3,9,2025-01-02T00:00:00.000Z,-43.437045590000,-21.689991300000,"Rua Henrique Dias, 327"
741,VALADARES,10073891,04:30:00,46,1,0,15,2025-01-02T00:00:00.000Z,-43.436981920000,-21.687629580000,"Rua dos Guararapes, 391"
741,VALADARES,10073494,04:30:00,8,0,0,0,2025-01-02T00:00:00.000Z,-43.576488490000,-21.749855040000,BR-267 leste
741,VALADARES,10073534,04:30:00,34,0,0,13,2025-01-02T00:00:00.000Z,-43.457561490000,-21.704565050000,BR-267 leste
741,VALADARES,10073531,04:30:00,31,0,0,12,2025-01-02T00:00:00.000Z,-43.473918910000,-21.706630980000,BR-267 leste - Trevo da Nexa
741,VALADARES,10069690,04:30:00,81,0,0,0,2025-01-02T00:00:00.000Z,-43.368984340000,-21.742478400000,"Rua Doutor Henrique Burnier, 581"
741,VALADARES,10074637,04:30:00,48,0,3,12,2025-01-02T00:00:00.000Z,-43.437797140000,-21.689623870000,"Rua Evaristo da Veiga, 391"
741,VALADARES,10071075,04:30:00,84,0,0,0,2025-01-02T00:00:00.000Z,-43.355824900000,-21.745074950000,"Avenida Brasil, 3013"
741,VALADARES,10437573,04:30:00,25,0,0,1,2025-01-02T00:00:00.000Z,-43.504706150000,-21.705755810000,BR-267 leste
741,VALADARES,10073484,04:30:00,24,0,0,1,2025-01-02T00:00:00.000Z,-43.507347010000,-21.705188620000,BR-267 leste
741,VALADARES,10073483,04:30:00,29,3,1,12,2025-01-02T00:00:00.000Z,-43.485194800000,-21.709717870000,BR-267 leste - Trevo de Igrejinha
741,VALADARES,10071071,04:30:00,83,0,0,0,2025-01-02T00:00:00.000Z,-43.362297060000,-21.744657520000,"Avenida Brasil, 5175"
741,VALADARES,10070912,04:30:00,85,0,0,0,2025-01-02T00:00:00.000Z,-43.353299260000,-21.747504170000,"Avenida Barão do Rio Branco, 950"
741,VALADARES,10437570,04:30:00,19,0,0,1,2025-01-02T00:00:00.000Z,-43.531674880000,-21.719512490000,BR-267 leste
741,VALADARES,10069721,04:30:00,71,0,0,0,2025-01-02T00:00:00.000Z,-43.396431800000,-21.726647770000,"Avenida Presidente Juscelino Kubitschek, 1601"
741,VALADARES,10437571,04:30:00,20,0,0,1,2025-01-02T00:00:00.000Z,-43.527715290000,-21.717170880000,BR-267 leste
741,VALADARES,10069612,04:30:00,57,0,0,0,2025-01-02T00:00:00.000Z,-43.423454280000,-21.699933400000,"Avenida Presidente Juscelino Kubitschek, 5531"
741,VALADARES,10069668,04:30:00,72,0,0,0,2025-01-02T00:00:00.000Z,-43.395401000000,-21.732545850000,"Avenida Presidente Juscelino Kubitschek, 921"
741,VALADARES,10437567,04:30:00,16,1,0,1,2025-01-02T00:00:00.000Z,-43.542189470000,-21.725823120000,BR-267 leste
741,VALADARES,10069670,04:30:00,77,0,0,0,2025-01-02T00:00:00.000Z,-43.381166580000,-21.739188340000,"Avenida Coronel Vidal, 801"
741,VALADARES,10069714,04:30:00,68,0,1,0,2025-01-02T00:00:00.000Z,-43.400913240000,-21.718812940000,"Avenida Presidente Juscelino Kubitschek, 2943"
741,VALADARES,10069698,04:30:00,64,0,0,0,2025-01-02T00:00:00.000Z,-43.415081020000,-21.710115430000,"Avenida Presidente Juscelino Kubitschek, 4201"
741,VALADARES,10069624,04:30:00,61,0,0,0,2025-01-02T00:00:00.000Z,-43.418271780000,-21.705189430000,"Avenida Presidente Juscelino Kubitschek, 5035"
741,VALADARES,10069633,04:30:00,62,0,0,0,2025-01-02T00:00:00.000Z,-43.416649940000,-21.707135910000,"Avenida Presidente Juscelino Kubitschek, 4795"
741,VALADARES,10073480,04:30:00,23,0,0,1,2025-01-02T00:00:00.000Z,-43.514563620000,-21.705296890000,BR-267 leste - Fazenda do Tanque
741,VALADARES,10437562,04:30:00,13,0,0,0,2025-01-02T00:00:00.000Z,-43.553099740000,-21.738810110000,BR-267 leste
741,VALADARES,10437564,04:30:00,14,0,0,0,2025-01-02T00:00:00.000Z,-43.551910380000,-21.734027490000,BR-267 leste
741,VALADARES,10073492,04:30:00,11,0,0,0,2025-01-02T00:00:00.000Z,-43.552639180000,-21.743510630000,BR-267 leste - Entrada JFA-170
741,VALADARES,10072749,04:30:00,15,0,0,0,2025-01-02T00:00:00.000Z,-43.545640700000,-21.729170870000,BR-267 leste
741,VALADARES,10069728,04:30:00,69,0,0,0,2025-01-02T00:00:00.000Z,-43.397156590000,-21.720830920000,"Avenida Presidente Juscelino Kubitschek, 2673"
741,VALADARES,10069689,04:30:00,73,0,0,0,2025-01-02T00:00:00.000Z,-43.393146510000,-21.735592580000,"Avenida Presidente Juscelino Kubitschek, 765"
741,VALADARES,10073489,04:30:00,7,0,0,0,2025-01-02T00:00:00.000Z,-43.587069270000,-21.753370640000,BR-267 leste - Entrada JFA-456 para Ribeirão do Carmo
741,VALADARES,10070412,04:30:00,40,0,2,13,2025-01-02T00:00:00.000Z,-43.444538120000,-21.679683690000,"Avenida Antônio Simão Firjam, 311"
741,VALADARES,10069726,04:30:00,76,0,0,0,2025-01-02T00:00:00.000Z,-43.384368900000,-21.740001680000,"Avenida Coronel Vidal, 2999"
741,VALADARES,10070408,04:30:00,56,0,0,0,2025-01-02T00:00:00.000Z,-43.425800320000,-21.698034410000,"Avenida Presidente Juscelino Kubitschek, 5637"
741,VALADARES,10069724,04:30:00,70,0,0,0,2025-01-02T00:00:00.000Z,-43.396587370000,-21.723283770000,"Avenida Presidente Juscelino Kubitschek, 2001"
741,VALADARES,10070403,04:30:00,53,1,0,6,2025-01-02T00:00:00.000Z,-43.432209010000,-21.692264560000,"Avenida Presidente Juscelino Kubitschek, 6313"
741,VALADARES,10437578,04:30:00,27,0,0,1,2025-01-02T00:00:00.000Z,-43.495442570000,-21.708074100000,BR-267 leste
741,VALADARES,10437561,04:30:00,10,0,0,0,2025-01-02T00:00:00.000Z,-43.562948660000,-21.744186570000,BR-267 leste
741,VALADARES,10437568,04:30:00,18,0,0,1,2025-01-02T00:00:00.000Z,-43.538130790000,-21.722647820000,BR-267 leste - Entrada de Penido
741,VALADARES,10072771,04:30:00,1,0,0,0,2025-01-02T00:00:00.000Z,-43.605700370000,-21.762159060000,Avenida Francisco Lindolfo - Ponto Final de Valadares
741,VALADARES,10073872,04:30:00,47,0,0,15,2025-01-02T00:00:00.000Z,-43.437805180000,-21.688087710000,"Avenida Inês Garcia, 400"
741,VALADARES,10069686,04:30:00,75,0,0,0,2025-01-02T00:00:00.000Z,-43.389839170000,-21.736551090000,"Avenida Presidente Juscelino Kubitschek, 313"
741,VALADARES,10070416,04:30:00,42,0,0,13,2025-01-02T00:00:00.000Z,-43.439876440000,-21.682155610000,"Avenida Antônio Simão Firjam, 620"
741,VALADARES,10069688,04:30:00,74,0,0,0,2025-01-02T00:00:00.000Z,-43.391468050000,-21.736152650000,"Avenida Presidente Juscelino Kubitschek, 567"
741,VALADARES,10070208,04:30:00,50,0,3,6,2025-01-02T00:00:00.000Z,-43.435100310000,-21.689367120000,"Rua Henrique Dias, 125"
741,VALADARES,10074335,04:30:00,38,0,0,17,2025-01-02T00:00:00.000Z,-43.450438850000,-21.687469860000,BR-040 norte
