routeshortname,routelongname,stopid,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,stopname
121,S. Luzia / N. S. Graças,10073514,05:00:00,7,0,0,0,2025-01-02T00:00:00.000Z,-43.359251020000,-21.735401060000,"Avenida Rui Barbosa, 1426"
121,S. Luzia / N. S. Graças,10070051,05:00:00,34,1,0,1,2025-01-02T00:00:00.000Z,-43.345292930000,-21.790297300000,"Rua Almiro Ribeiro Toledo, 60"
121,S. Luzia / N. S. Graças,10070849,05:00:00,15,0,0,0,2025-01-02T00:00:00.000Z,-43.350452480000,-21.758563720000,"Avenida Barão do Rio Branco, 1896"
121,S. Luzia / N. S. Graças,10072571,05:00:00,12,0,0,0,2025-01-02T00:00:00.000Z,-43.354390630000,-21.743726060000,"Avenida Barão do Rio Branco, 510"
121,S. Luzia / N. S. Graças,10070855,05:00:00,23,0,0,0,2025-01-02T00:00:00.000Z,-43.344570660000,-21.781533710000,"Avenida Barão do Rio Branco, 4476"
121,S. Luzia / N. S. Graças,10070041,05:00:00,31,0,0,0,2025-01-02T00:00:00.000Z,-43.343726990000,-21.788556310000,"Rua Ingrácia Pinheiro, 116"
121,S. Luzia / N. S. Graças,10072598,05:00:00,9,0,0,0,2025-01-02T00:00:00.000Z,-43.356859920000,-21.734142130000,"Avenida Barão do Rio Branco, 4"
121,S. Luzia / N. S. Graças,10070043,05:00:00,32,0,0,0,2025-01-02T00:00:00.000Z,-43.342816140000,-21.788048980000,"Rua Aurora Torres, 526 - Ponto Final da Linha 123 no Santa Luzia"
121,S. Luzia / N. S. Graças,10071387,05:00:00,1,1,0,1,2025-01-02T00:00:00.000Z,-43.365498300000,-21.731042120000,"Rua Luís Rocha, 845 - Ponto Final das Linhas 121, 122 e 126 no Eldorado"
121,S. Luzia / N. S. Graças,10072605,05:00:00,10,0,0,0,2025-01-02T00:00:00.000Z,-43.355016610000,-21.741275650000,"Avenida Barão do Rio Branco, 232"
121,S. Luzia / N. S. Graças,10069901,05:00:00,40,2,0,12,2025-01-02T00:00:00.000Z,-43.343198160000,-21.793600900000,"Avenida Santa Luzia, 971"
