routeshortname,routelongname,stopid,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,horario,stopname
730,SANTA LUCIA,10071099,05:40,1,0,0,0,2024-11-01,-43.34804809,-21.75911568,05:40,"Avenida Getúlio Vargas, 661"
730,SANTA LUCIA,10071116,05:40,2,2,0,2,2024-11-01,-43.34295273,-21.76057053,05:43:39,"Travessa Doutor Prisco, 30"
730,SANTA LUCIA,10070900,05:40,3,0,0,2,2024-11-01,-43.34937286,-21.75488663,05:46:19,"Avenida Francisco Bernardino, 582"
730,SANTA LUCIA,10074758,05:40,4,0,2,0,2024-11-01,-43.35174942,-21.74833298,05:48:59,"Avenida Brasil, 3762"
730,SANTA LUCIA,10074769,05:40,5,3,0,3,2024-11-01,-43.35479736,-21.74449158,05:50:19,"Avenida Brasil, 2872"
730,SANTA LUCIA,10074617,05:40,6,0,1,2,2024-11-01,-43.35712433,-21.744133,05:51:19,"Avenida Brasil, 4200"
730,SANTA LUCIA,10074620,05:40,7,0,0,2,2024-11-01,-43.35931015,-21.74397659,05:51:49,"Rua Américo Lobo, 421"
730,SANTA LUCIA,10074625,05:40,8,0,0,2,2024-11-01,-43.36394501,-21.74394472,05:52:19,"Rua Américo Lobo, 56"
730,SANTA LUCIA,10074596,05:40,9,1,0,3,2024-11-01,-43.36631393,-21.74326484,05:52:50,"Avenida Brasil, 538"
730,SANTA LUCIA,10074604,05:40,10,0,0,3,2024-11-01,-43.36735916,-21.74192503,05:53:14,"Avenida Brasil, 5555"
730,SANTA LUCIA,10074605,05:40,11,0,0,3,2024-11-01,-43.36945343,-21.7400074,05:53:39,"Avenida Brasil, 6150"
730,SANTA LUCIA,10074606,05:40,12,0,2,1,2024-11-01,-43.37488174,-21.73755455,05:54:39,"Avenida Brasil, 11250 em frente ao Terminal Rodoviário"
730,SANTA LUCIA,10074607,05:40,13,0,0,1,2024-11-01,-43.37690735,-21.73721504,05:54:59,"Avenida Brasil, 5000"
730,SANTA LUCIA,10074609,05:40,14,0,1,0,2024-11-01,-43.37965393,-21.73678207,05:55:19,"Avenida Brasil, 7340"
730,SANTA LUCIA,10074672,05:40,15,0,0,0,2024-11-01,-43.38383102,-21.73693848,05:55:39,"Avenida Brasil, 7690"
730,SANTA LUCIA,10074679,05:40,16,0,0,0,2024-11-01,-43.39021683,-21.73627853,05:56:59,"Avenida Presidente Juscelino Kubitschek, 324"
730,SANTA LUCIA,10074678,05:40,17,0,0,0,2024-11-01,-43.39201355,-21.73573494,05:57:19,"Avenida Presidente Juscelino Kubitschek, 456"
730,SANTA LUCIA,10074682,05:40,18,0,0,0,2024-11-01,-43.39437866,-21.73438644,05:57:59,"Avenida Presidente Juscelino Kubitschek, 850"
730,SANTA LUCIA,10074639,05:40,19,1,0,1,2024-11-01,-43.39553452,-21.73157883,05:59:39,"Avenida Presidente Juscelino Kubitschek, 1000"
730,SANTA LUCIA,10074657,05:40,20,1,0,2,2024-11-01,-43.39614201,-21.72715187,06:00:39,"Avenida Presidente Juscelino Kubitschek, 1600"
730,SANTA LUCIA,10074656,05:40,21,0,0,2,2024-11-01,-43.3963691,-21.72212446,06:01:19,"Avenida Presidente Juscelino Kubitschek, 2400"
730,SANTA LUCIA,10074660,05:40,22,0,2,0,2024-11-01,-43.40008164,-21.71887305,06:01:59,"Avenida Presidente Juscelino Kubitschek, 2900"
730,SANTA LUCIA,10070129,05:40,23,0,0,0,2024-11-01,-43.405159,-21.71617889,06:02:39,"Avenida Presidente Juscelino Kubitschek, 3200"
730,SANTA LUCIA,10074108,05:40,24,0,0,0,2024-11-01,-43.40818024,-21.71435738,06:03:19,"Avenida Presidente Juscelino Kubitschek, 3450"
730,SANTA LUCIA,10074115,05:40,25,0,0,0,2024-11-01,-43.41007233,-21.7133503,06:03:59,"Avenida Presidente Juscelino Kubitschek, 3680"
730,SANTA LUCIA,10069812,05:40,26,0,0,0,2024-11-01,-43.41674733,-21.70820002,06:05:19,"Rua Osório Campos, 70"
730,SANTA LUCIA,10073875,05:40,27,0,0,0,2024-11-01,-43.41853182,-21.70896385,06:06:39,"Rua Tenente Guimarães, 250"
730,SANTA LUCIA,10073871,05:40,28,0,0,0,2024-11-01,-43.41940059,-21.7097449,06:06:59,"Rua Tenente Guimarães, 308"
730,SANTA LUCIA,10073715,05:40,29,2,0,2,2024-11-01,-43.42056358,-21.71108449,06:10:06,"Rua Sidônio Veloso, 22"
730,SANTA LUCIA,10073713,05:40,30,1,0,3,2024-11-01,-43.42097223,-21.71246098,06:13:12,"Rua José Marini de Souza, 311"
730,SANTA LUCIA,10073704,05:40,31,0,0,3,2024-11-01,-43.42100799,-21.71135078,06:16:19,"Rua José Marini de Souza, 40"
730,SANTA LUCIA,10073683,05:40,32,1,0,4,2024-11-01,-43.42101943,-21.71067164,06:18:33,"Rua José Marini de Souza, 100"
730,SANTA LUCIA,10073605,05:40,33,1,0,5,2024-11-01,-43.42178249,-21.71046133,06:20:46,"Rua José Gustavo do Nascimento, 382"
730,SANTA LUCIA,10070381,05:40,34,1,0,6,2024-11-01,-43.42167131,-21.7120038,06:23,"Rua José Gustavo do Nascimento, 504"
730,SANTA LUCIA,10070376,05:40,35,1,0,7,2024-11-01,-43.42155476,-21.71282878,06:23:20,"Rua José Gustavo do Nascimento, 611"
730,SANTA LUCIA,10070382,05:40,36,0,0,7,2024-11-01,-43.42159553,-21.71157313,06:24:20,"Rua José Gustavo do Nascimento, 547"
730,SANTA LUCIA,10070380,05:40,37,0,0,7,2024-11-01,-43.42163412,-21.71033541,06:24:40,"Rua José Gustavo do Nascimento, 375"
730,SANTA LUCIA,10070375,05:40,38,1,0,8,2024-11-01,-43.42188167,-21.70903446,06:25:40,"Rua Sebastião Henriques de Aquino, 485"
730,SANTA LUCIA,10070377,05:40,39,2,0,10,2024-11-01,-43.42255597,-21.70779958,06:26,"Rua Sebastião Henriques de Aquino, 297"
730,SANTA LUCIA,10070366,05:40,40,1,0,11,2024-11-01,-43.42290648,-21.70640509,06:26:40,"Rua Sebastião Henriques de Aquino, 165"
730,SANTA LUCIA,10070348,05:40,41,0,0,11,2024-11-01,-43.42271805,-21.70509911,06:27:18,"Rua Sebastião Henriques de Aquino, 151"
730,SANTA LUCIA,10070343,05:40,42,1,0,12,2024-11-01,-43.42355489,-21.70403394,06:27:40,"Rua Jarcil Firmino Pinheiro, 325"
730,SANTA LUCIA,10070347,05:40,43,0,0,12,2024-11-01,-43.42420006,-21.70337092,06:28,"Rua Jarcil Firmino Pinheiro, 235"
730,SANTA LUCIA,10070337,05:40,44,0,0,12,2024-11-01,-43.42472899,-21.70286123,06:28:20,"Rua Jarcil Firmino Pinheiro, 173"
730,SANTA LUCIA,10070232,05:40,45,0,0,12,2024-11-01,-43.42563319,-21.70193672,06:28:40,"Rua Jarcil Firmino Pinheiro, 15"
730,SANTA LUCIA,10072807,05:40,46,0,0,12,2024-11-01,-43.42535118,-21.70152958,06:29:20,"Rua Raimundo Corrêa, 10"
730,SANTA LUCIA,10072811,05:40,47,1,0,13,2024-11-01,-43.42459869,-21.70231819,06:29:40,"Rua Raimundo Corrêa, 94"
730,SANTA LUCIA,10072834,05:40,48,0,0,13,2024-11-01,-43.42376173,-21.70323181,06:30,"Rua Raimundo Corrêa, 196"
730,SANTA LUCIA,10072846,05:40,49,0,0,13,2024-11-01,-43.42277372,-21.70418561,06:30:20,"Rua Raimundo Corrêa, 300"
730,SANTA LUCIA,10073798,05:40,50,0,0,13,2024-11-01,-43.42134487,-21.70562757,06:30:40,"Rua Raimundo Corrêa, 590"
730,SANTA LUCIA,10073901,05:40,51,0,0,13,2024-11-01,-43.42069256,-21.70634191,06:31,"Rua Raimundo Corrêa, 730"
730,SANTA LUCIA,10073765,05:40,52,5,2,16,2024-11-01,-43.4203376,-21.70827295,06:31:20,"Rua José Gustavo do Nascimento, 100"
730,SANTA LUCIA,10070642,05:40,53,5,0,21,2024-11-01,-43.42143881,-21.7091799,06:31:40,"Rua José Gustavo do Nascimento, 190"
730,SANTA LUCIA,10436366,05:40,54,0,0,21,2024-11-01,-43.42081619,-21.70954839,06:32,"Rua Maria D'Assumpção Horta, 195"
730,SANTA LUCIA,10436367,05:40,55,1,2,20,2024-11-01,-43.41989848,-21.708804,06:32:20,"Rua Maria D'Assumpção Horta, 135"
730,SANTA LUCIA,10072971,05:40,56,4,0,24,2024-11-01,-43.41875458,-21.70823595,06:32:40,"Rua Raimundo Corrêa, 1130"
730,SANTA LUCIA,10070230,05:40,57,0,2,22,2024-11-01,-43.41943514,-21.70894241,06:35:40,"Rua Sebastião Alves Marcato, 226"
730,SANTA LUCIA,10070228,05:40,58,0,0,22,2024-11-01,-43.42049789,-21.71033478,06:35:40,"Rua Sidônio Veloso, 108 - Ponto Final da Linha 730"
730,SANTA LUCIA,10071099,07:08,1,0,0,0,2024-11-01,-43.34804809,-21.75911568,07:08,"Avenida Getúlio Vargas, 661"
730,SANTA LUCIA,10071116,07:08,2,9,0,9,2024-11-01,-43.34295273,-21.76057053,07:12:20,"Travessa Doutor Prisco, 30"
730,SANTA LUCIA,10070900,07:08,3,0,0,9,2024-11-01,-43.34937286,-21.75488663,07:15:10,"Avenida Francisco Bernardino, 582"
730,SANTA LUCIA,10074758,07:08,4,1,4,6,2024-11-01,-43.35174942,-21.74833298,07:18:01,"Avenida Brasil, 3762"
730,SANTA LUCIA,10074769,07:08,5,2,1,7,2024-11-01,-43.35479736,-21.74449158,07:20:01,"Avenida Brasil, 2872"
730,SANTA LUCIA,10074617,07:08,6,1,1,7,2024-11-01,-43.35712433,-21.744133,07:21:01,"Avenida Brasil, 4200"
730,SANTA LUCIA,10074620,07:08,7,0,0,7,2024-11-01,-43.35931015,-21.74397659,07:21:31,"Rua Américo Lobo, 421"
730,SANTA LUCIA,10074625,07:08,8,0,0,7,2024-11-01,-43.36394501,-21.74394472,07:22:01,"Rua Américo Lobo, 56"
730,SANTA LUCIA,10074596,07:08,9,0,0,7,2024-11-01,-43.36631393,-21.74326484,07:23:41,"Avenida Brasil, 538"
730,SANTA LUCIA,10074604,07:08,10,0,0,7,2024-11-01,-43.36735916,-21.74192503,07:24:11,"Avenida Brasil, 5555"
730,SANTA LUCIA,10074605,07:08,11,0,0,7,2024-11-01,-43.36945343,-21.7400074,07:24:41,"Avenida Brasil, 6150"
730,SANTA LUCIA,10074606,07:08,12,0,2,5,2024-11-01,-43.37488174,-21.73755455,07:25:41,"Avenida Brasil, 11250 em frente ao Terminal Rodoviário"
730,SANTA LUCIA,10074607,07:08,13,0,0,5,2024-11-01,-43.37690735,-21.73721504,07:26:11,"Avenida Brasil, 5000"
730,SANTA LUCIA,10074609,07:08,14,0,1,4,2024-11-01,-43.37965393,-21.73678207,07:26:41,"Avenida Brasil, 7340"
730,SANTA LUCIA,10074672,07:08,15,0,1,3,2024-11-01,-43.38383102,-21.73693848,07:27:21,"Avenida Brasil, 7690"
730,SANTA LUCIA,10074679,07:08,16,0,3,0,2024-11-01,-43.39021683,-21.73627853,07:28:21,"Avenida Presidente Juscelino Kubitschek, 324"
730,SANTA LUCIA,10074678,07:08,17,1,0,1,2024-11-01,-43.39201355,-21.73573494,07:29:01,"Avenida Presidente Juscelino Kubitschek, 456"
730,SANTA LUCIA,10074682,07:08,18,0,0,1,2024-11-01,-43.39437866,-21.73438644,07:30:01,"Avenida Presidente Juscelino Kubitschek, 850"
730,SANTA LUCIA,10074639,07:08,19,0,0,1,2024-11-01,-43.39553452,-21.73157883,07:31:21,"Avenida Presidente Juscelino Kubitschek, 1000"
730,SANTA LUCIA,10074657,07:08,20,2,0,3,2024-11-01,-43.39614201,-21.72715187,07:32:41,"Avenida Presidente Juscelino Kubitschek, 1600"
730,SANTA LUCIA,10074656,07:08,21,0,0,3,2024-11-01,-43.3963691,-21.72212446,07:33:41,"Avenida Presidente Juscelino Kubitschek, 2400"
730,SANTA LUCIA,10074660,07:08,22,0,3,0,2024-11-01,-43.40008164,-21.71887305,07:34:21,"Avenida Presidente Juscelino Kubitschek, 2900"
730,SANTA LUCIA,10070129,07:08,23,0,0,0,2024-11-01,-43.405159,-21.71617889,07:35:21,"Avenida Presidente Juscelino Kubitschek, 3200"
730,SANTA LUCIA,10074108,07:08,24,0,0,0,2024-11-01,-43.40818024,-21.71435738,07:36:01,"Avenida Presidente Juscelino Kubitschek, 3450"
730,SANTA LUCIA,10074115,07:08,25,0,0,0,2024-11-01,-43.41007233,-21.7133503,07:36:42,"Avenida Presidente Juscelino Kubitschek, 3680"
730,SANTA LUCIA,10069812,07:08,26,0,0,0,2024-11-01,-43.41674733,-21.70820002,07:38:40,"Rua Osório Campos, 70"
730,SANTA LUCIA,10073875,07:08,27,0,0,0,2024-11-01,-43.41853182,-21.70896385,07:39:42,"Rua Tenente Guimarães, 250"
730,SANTA LUCIA,10073871,07:08,28,0,0,0,2024-11-01,-43.41940059,-21.7097449,07:40:02,"Rua Tenente Guimarães, 308"
