routeshortname,routelongname,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,stopname
150,Centro / Grama Via P. Indep.,07:20,1,0,0,0,2024-11-01,-43.34699631,-21.7598877,"Avenida Getúlio Vargas, 511"
150,Centro / Grama Via P. Indep.,07:20,2,13,0,13,2024-11-01,-43.34353638,-21.75967216,"Avenida Francisco Bernardino, 162"
150,Centro / Grama Via P. Indep.,07:20,3,0,0,13,2024-11-01,-43.34975433,-21.75461006,"Avenida Francisco Bernardino, 648"
150,Centro / Grama Via P. Indep.,07:20,4,3,0,16,2024-11-01,-43.35257764,-21.7499392,"Avenida Barão do Rio Branco, 1225"
150,Centro / Grama Via P. Indep.,07:20,5,0,0,16,2024-11-01,-43.35335962,-21.74683461,"Avenida Barão do Rio Branco, 867"
150,Centro / Grama Via P. Indep.,07:20,6,3,0,19,2024-11-01,-43.35482963,-21.74334132,"Rua Américo Lobo, 875"
150,Centro / Grama Via P. Indep.,07:20,7,0,0,19,2024-11-01,-43.35666079,-21.74375375,"Rua Américo Lobo, 683"
150,Centro / Grama Via P. Indep.,07:20,8,0,0,19,2024-11-01,-43.35931015,-21.74397659,"Rua Américo Lobo, 421"
150,Centro / Grama Via P. Indep.,07:20,9,6,0,25,2024-11-01,-43.36320877,-21.74286652,"Avenida Rui Barbosa, 440"
150,Centro / Grama Via P. Indep.,07:20,10,2,0,27,2024-11-01,-43.36300469,-21.74053924,"Avenida Rui Barbosa, 732"
150,Centro / Grama Via P. Indep.,07:20,11,0,1,26,2024-11-01,-43.36210686,-21.73893523,"Rua Alencar Tristão, 70"
150,Centro / Grama Via P. Indep.,07:20,12,0,1,25,2024-11-01,-43.35939754,-21.73676818,"Rua Alencar Tristão, 410"
150,Centro / Grama Via P. Indep.,07:20,13,0,0,25,2024-11-01,-43.3577919,-21.73422432,"Rua Paracatu, 120"
150,Centro / Grama Via P. Indep.,07:20,14,0,0,25,2024-11-01,-43.35657319,-21.73034947,"Avenida Juiz de Fora, 550"
150,Centro / Grama Via P. Indep.,07:20,15,0,0,25,2024-11-01,-43.35640511,-21.72867707,"Avenida Juiz de Fora, 690"
150,Centro / Grama Via P. Indep.,07:20,16,0,0,25,2024-11-01,-43.35470116,-21.72729574,"Avenida Juiz de Fora, 1060"
150,Centro / Grama Via P. Indep.,07:20,17,0,2,23,2024-11-01,-43.35143661,-21.72562408,"Avenida Juiz de Fora, 1530"
150,Centro / Grama Via P. Indep.,07:20,18,1,0,24,2024-11-01,-43.35107136,-21.71717804,"Avenida Juiz de Fora, 28"
150,Centro / Grama Via P. Indep.,07:20,19,0,0,24,2024-11-01,-43.35204315,-21.71464348,"Avenida Juiz de Fora, 380"
150,Centro / Grama Via P. Indep.,07:20,20,0,0,24,2024-11-01,-43.35316008,-21.7114037,"Avenida Juiz de Fora, 598"
150,Centro / Grama Via P. Indep.,07:20,21,1,0,25,2024-11-01,-43.35534722,-21.71048571,"Avenida Juiz de Fora, 696"
150,Centro / Grama Via P. Indep.,07:20,22,0,0,25,2024-11-01,-43.35755883,-21.70940991,"Avenida Juiz de Fora, 1020 - Unipac"
150,Centro / Grama Via P. Indep.,07:20,23,0,2,23,2024-11-01,-43.35897129,-21.70900447,"Avenida Juiz de Fora, 450"
150,Centro / Grama Via P. Indep.,07:20,24,0,0,23,2024-11-01,-43.36009598,-21.70691109,"Avenida Juiz de Fora, 600 - SEST/SENAT"
150,Centro / Grama Via P. Indep.,07:20,25,0,0,23,2024-11-01,-43.35836071,-21.70244248,Avenida Juiz de Fora
150,Centro / Grama Via P. Indep.,07:20,26,0,0,23,2024-11-01,-43.35657537,-21.69758606,"Avenida Juiz de Fora, 220"
150,Centro / Grama Via P. Indep.,07:20,27,0,1,22,2024-11-01,-43.35504728,-21.69563265,"Avenida Juiz de Fora, 460"
150,Centro / Grama Via P. Indep.,07:20,28,0,0,22,2024-11-01,-43.35310871,-21.69433719,"Avenida Juiz de Fora, 704"
150,Centro / Grama Via P. Indep.,07:20,29,0,0,22,2024-11-01,-43.35076523,-21.69168091,"Avenida Juiz de Fora, 1100"
150,Centro / Grama Via P. Indep.,07:20,30,0,2,20,2024-11-01,-43.35010214,-21.69047647,"Rua Deputado Arlindo Zanini, 10"
150,Centro / Grama Via P. Indep.,07:20,31,0,0,20,2024-11-01,-43.35092908,-21.69008699,"Rua Deputado Arlindo Zanini, 122"
150,Centro / Grama Via P. Indep.,07:20,32,0,0,20,2024-11-01,-43.35290811,-21.6872676,"Rua Gabriel Gonçalves da Silva, 22"
150,Centro / Grama Via P. Indep.,07:20,33,1,0,21,2024-11-01,-43.35505806,-21.68773162,"Rua Raimundo Cravo, 41"
150,Centro / Grama Via P. Indep.,07:20,34,0,1,20,2024-11-01,-43.35662984,-21.68743254,"Rua Raimundo Cravo, 190"
150,Centro / Grama Via P. Indep.,07:20,35,0,0,20,2024-11-01,-43.35755788,-21.68813039,"Rua dos Imigrantes Italianos, 40"
150,Centro / Grama Via P. Indep.,07:20,36,0,0,20,2024-11-01,-43.35828744,-21.68862387,"Rua dos Imigrantes Italianos, 170"
150,Centro / Grama Via P. Indep.,07:20,37,0,0,20,2024-11-01,-43.35917794,-21.68850923,"Rua dos Imigrantes Italianos, 250"
150,Centro / Grama Via P. Indep.,07:20,38,0,0,20,2024-11-01,-43.36022936,-21.68810547,"Rua dos Imigrantes Italianos, 320"
150,Centro / Grama Via P. Indep.,07:20,39,0,0,20,2024-11-01,-43.36024546,-21.687283,"Rua dos Imigrantes Italianos, 510"
150,Centro / Grama Via P. Indep.,07:20,40,0,0,20,2024-11-01,-43.35983776,-21.68629602,"Rua dos Imigrantes Italianos, 640"
150,Centro / Grama Via P. Indep.,07:20,41,1,1,20,2024-11-01,-43.35929936,-21.68515485,"Rua Gabriel Gonçalves da Silva, 781 - Ponto Final do Parque Independência"
150,Centro / Grama Via P. Indep.,07:20,42,0,0,20,2024-11-01,-43.35855208,-21.68540012,"Rua Gabriel Gonçalves da Silva, 515"
150,Centro / Grama Via P. Indep.,07:20,43,0,4,16,2024-11-01,-43.35688402,-21.6851194,"Rua Manoel José de Paula, 653"
150,Centro / Grama Via P. Indep.,07:20,44,0,1,15,2024-11-01,-43.3553337,-21.68568268,"Rua Manoel José de Paula, 515"
150,Centro / Grama Via P. Indep.,07:20,45,0,0,15,2024-11-01,-43.35380484,-21.68562286,"Rua Manoel José de Paula, 260"
150,Centro / Grama Via P. Indep.,07:20,46,0,0,15,2024-11-01,-43.35483634,-21.68416903,"Rua Manoel José de Paula, 145"
150,Centro / Grama Via P. Indep.,07:20,47,0,1,14,2024-11-01,-43.35430252,-21.68380663,"Rua Deputado Arlindo Zanini, 319"
150,Centro / Grama Via P. Indep.,07:20,48,0,3,11,2024-11-01,-43.35320497,-21.68501636,"Rua Deputado Arlindo Zanini, 155"
150,Centro / Grama Via P. Indep.,07:20,49,0,6,5,2024-11-01,-43.35345693,-21.68732633,"Rua Gabriel Gonçalves da Silva, 29"
150,Centro / Grama Via P. Indep.,07:20,50,0,3,2,2024-11-01,-43.35230562,-21.68776282,"Rua Deputado Arlindo Zanini, 2"
150,Centro / Grama Via P. Indep.,07:20,51,0,0,2,2024-11-01,-43.35104305,-21.69014752,"Rua Deputado Arlindo Zanini, 125"
150,Centro / Grama Via P. Indep.,07:20,52,0,0,2,2024-11-01,-43.35019555,-21.69054131,"Rua Deputado Arlindo Zanini, 7"
150,Centro / Grama Via P. Indep.,07:20,53,5,2,5,2024-11-01,-43.34917831,-21.69021225,"Avenida Juiz de Fora, 1290"
150,Centro / Grama Via P. Indep.,07:20,54,0,0,5,2024-11-01,-43.34912572,-21.68837776,"Avenida Juiz de Fora, 1510"
150,Centro / Grama Via P. Indep.,07:20,55,0,5,0,2024-11-01,-43.34824711,-21.68573056,"Avenida Juiz de Fora, 1806"
150,Centro / Grama Via P. Indep.,07:20,56,0,0,0,2024-11-01,-43.34736264,-21.68426867,"Avenida Juiz de Fora, 2002"
150,Centro / Grama Via P. Indep.,07:20,57,0,0,0,2024-11-01,-43.34677655,-21.68121544,"Avenida Juiz de Fora, 2320"
150,Centro / Grama Via P. Indep.,07:20,58,0,0,0,2024-11-01,-43.34507215,-21.67718747,"Rua Maria Belo da Silva, 29"
150,Centro / Grama Via P. Indep.,07:20,59,0,0,0,2024-11-01,-43.34556494,-21.67564739,"Rua Maria Belo da Silva, 270"
150,Centro / Grama Via P. Indep.,07:20,60,0,0,0,2024-11-01,-43.34592024,-21.67464948,"Rua Maria Belo da Silva, 26"
150,Centro / Grama Via P. Indep.,07:20,61,0,0,0,2024-11-01,-43.34652751,-21.67294845,Rua Maria Belo da Silva
150,Centro / Grama Via P. Indep.,07:20,62,0,0,0,2024-11-01,-43.34774172,-21.67013584,JFA-417 norte
150,Centro / Grama Via P. Indep.,07:20,63,0,0,0,2024-11-01,-43.35020363,-21.66750591,JFA-417 norte
150,Centro / Grama Via P. Indep.,07:20,64,0,0,0,2024-11-01,-43.35454917,-21.66108799,JFA-417 norte
150,Centro / Grama Via P. Indep.,07:20,65,0,0,0,2024-11-01,-43.3583467,-21.65792445,JFA-417 norte
150,Centro / Grama Via P. Indep.,07:20,66,0,0,0,2024-11-01,-43.36365128,-21.65273094,JFA-417 norte
150,Centro / Grama Via P. Indep.,07:20,67,0,0,0,2024-11-01,-43.36764526,-21.64844894,JFA-417 norte
150,Centro / Grama Via P. Indep.,07:20,68,0,0,0,2024-11-01,-43.37008667,-21.64938545,JFA-417 norte
150,Centro / Grama Via P. Indep.,07:20,69,0,0,0,2024-11-01,-43.37402725,-21.64699364,JFA-417 norte
150,Centro / Grama Via P. Indep.,07:20,70,0,0,0,2024-11-01,-43.37785488,-21.6475179,Estrada da Enseada oeste
150,Centro / Grama Via P. Indep.,07:20,71,0,0,0,2024-11-01,-43.38338697,-21.64925619,Estrada da Enseada - Ponto Final da Linha 150 no Grama
150,Centro / Grama Via P. Indep.,12:20,1,0,0,0,2024-11-01,-43.38338697,-21.64925619,Estrada da Enseada - Ponto Final da Linha 150 no Grama
150,Centro / Grama Via P. Indep.,12:20,2,0,0,0,2024-11-01,-43.37779999,-21.64766081,Estrada da Enseada leste
150,Centro / Grama Via P. Indep.,12:20,3,0,0,0,2024-11-01,-43.37403107,-21.6471405,JFA-417 sul
150,Centro / Grama Via P. Indep.,12:20,4,0,0,0,2024-11-01,-43.37024307,-21.64953613,JFA-417 sul
