routeshortname,routelongname,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,stopname
302,Floresta,06:50,1,1,0,1,2024-11-03,-43.27898026,-21.74781799,"Rua Coronel Assis, 199 - Ponto Final do Floresta"
302,Floresta,06:50,2,0,0,1,2024-11-03,-43.27993644,-21.74912798,"Rua Coronel Assis, 33 - Posto de Abastecimento Theodorico de Assis"
302,Floresta,06:50,3,0,0,1,2024-11-03,-43.2817036,-21.75192366,BR-267 oeste
302,Floresta,06:50,4,0,0,1,2024-11-03,-43.28272247,-21.75394821,BR-267 oeste
302,Floresta,06:50,5,2,0,3,2024-11-03,-43.28467369,-21.75783547,BR-267 oeste
302,Floresta,06:50,6,0,0,3,2024-11-03,-43.28636062,-21.76146126,BR-267 oeste
302,Floresta,06:50,7,0,2,1,2024-11-03,-43.28827286,-21.76741028,BR-267 oeste
302,Floresta,06:50,8,0,1,0,2024-11-03,-43.28966155,-21.76774165,"Rua Padre Acácio Duarte, 567"
302,Floresta,06:50,9,0,0,0,2024-11-03,-43.29119492,-21.76948547,"Rua Padre Acácio Duarte, 301 - Ponto Final do Jardim Esperança"
302,Floresta,06:50,10,0,0,0,2024-11-03,-43.29273764,-21.77143386,"Rua Padre Acácio Duarte, 117"
302,Floresta,06:50,11,0,0,0,2024-11-03,-43.29337607,-21.77280487,"Rua Padre Acácio Duarte, 31"
302,Floresta,06:50,12,0,0,0,2024-11-03,-43.29383147,-21.77449441,BR-267 oeste - Trevo do Retiro
302,Floresta,06:50,13,0,0,0,2024-11-03,-43.29556274,-21.77628708,BR-267 oeste
302,Floresta,06:50,14,3,0,3,2024-11-03,-43.29694074,-21.77684317,BR-267 oeste
302,Floresta,06:50,15,0,0,3,2024-11-03,-43.29791641,-21.77971591,BR-267 oeste
302,Floresta,06:50,16,2,0,5,2024-11-03,-43.29914474,-21.78211594,"Avenida Doutor Francisco Álvares de Assis, 1677"
302,Floresta,06:50,17,0,1,4,2024-11-03,-43.30096054,-21.78477564,"Avenida Doutor Francisco Álvares de Assis, 515"
302,Floresta,06:50,18,0,0,4,2024-11-03,-43.29965973,-21.78769493,"Avenida Doutor Francisco Álvares de Assis, 161"
302,Floresta,06:50,19,0,0,4,2024-11-03,-43.30098724,-21.78921509,"Avenida Doutor Francisco Álvares de Assis, 33"
302,Floresta,06:50,20,0,0,4,2024-11-03,-43.30260849,-21.79086685,"Avenida Doutor Francisco Álvares de Assis, 409"
302,Floresta,06:50,21,0,0,4,2024-11-03,-43.30500257,-21.79125071,BR-267 oeste - Trevo LMG-874
302,Floresta,06:50,22,0,0,4,2024-11-03,-43.30514145,-21.7893734,BR-267 oeste
302,Floresta,06:50,23,0,0,4,2024-11-03,-43.31121063,-21.78772926,BR-267 oeste
302,Floresta,06:50,24,0,1,3,2024-11-03,-43.31265259,-21.79029465,BR-267 oeste
302,Floresta,06:50,25,0,0,3,2024-11-03,-43.32365036,-21.79171181,BR-267 oeste
302,Floresta,06:50,26,1,0,4,2024-11-03,-43.32560349,-21.78953171,BR-267 oeste
302,Floresta,06:50,27,0,0,4,2024-11-03,-43.32250977,-21.78697968,BR-267 oeste
302,Floresta,06:50,28,0,0,4,2024-11-03,-43.32152546,-21.78096666,"Avenida Francisco Valadares, 3050"
302,Floresta,06:50,29,0,0,4,2024-11-03,-43.32316589,-21.77812386,"Avenida Francisco Valadares, 2785"
302,Floresta,06:50,30,2,0,6,2024-11-03,-43.32615662,-21.77806854,"Avenida Francisco Valadares, 2235"
302,Floresta,06:50,31,0,0,6,2024-11-03,-43.32843781,-21.77757072,"Avenida Francisco Valadares, 1931"
302,Floresta,06:50,32,0,0,6,2024-11-03,-43.32972521,-21.77729961,"Avenida Francisco Valadares, 1811"
302,Floresta,06:50,33,0,2,4,2024-11-03,-43.33044052,-21.77557945,"Avenida Francisco Valadares, 1301"
302,Floresta,06:50,34,0,0,4,2024-11-03,-43.33037904,-21.77187245,"Avenida Francisco Valadares, 1001"
302,Floresta,06:50,35,0,3,1,2024-11-03,-43.33056406,-21.77010134,"Avenida Francisco Valadare, 701 - Ponte"
302,Floresta,06:50,36,0,1,0,2024-11-03,-43.33286512,-21.76921331,"Avenida Francisco Valadares, 447"
302,Floresta,06:50,37,0,0,0,2024-11-03,-43.33517822,-21.76943099,"Avenida Francisco Valadares, 231"
302,Floresta,06:50,38,0,0,0,2024-11-03,-43.33722355,-21.7690805,"Rua Osório de Almeida, 969"
302,Floresta,06:50,39,0,0,0,2024-11-03,-43.3367013,-21.76583068,"Praça Pantaleone Arcuri Neto, 187"
302,Floresta,06:50,40,0,0,0,2024-11-03,-43.3385681,-21.76444435,"Rua Pinto de Moura, 87"
302,Floresta,06:50,41,0,0,0,2024-11-03,-43.3399859,-21.76240487,"Rua da Bahia, 31"
302,Floresta,06:50,42,0,0,0,2024-11-03,-43.34353638,-21.75967216,"Avenida Francisco Bernardino, 162"
302,Floresta,06:50,43,5,0,5,2024-11-03,-43.34838104,-21.75691414,"Rua São Sebastião, 437"
302,Floresta,21:05,1,0,0,0,2024-11-03,-43.34838104,-21.75691414,"Rua São Sebastião, 437"
302,Floresta,21:05,2,0,0,0,2024-11-03,-43.34580994,-21.7608242,"Avenida Getúlio Vargas, 367"
302,Floresta,21:05,3,0,0,0,2024-11-03,-43.34204865,-21.76272964,"Rua Espírito Santo, 393"
302,Floresta,21:05,4,1,0,1,2024-11-03,-43.3402282,-21.76382606,"Rua Osório de Almeida, 184"
302,Floresta,21:05,5,2,0,3,2024-11-03,-43.33755365,-21.76595495,"Praça Pantaleone Arcuri Neto, 20 - Cemitério Municipal"
302,Floresta,21:05,6,0,0,3,2024-11-03,-43.33715198,-21.76951769,"Rua Osório de Almeida, 22"
302,Floresta,21:05,7,0,0,3,2024-11-03,-43.33628927,-21.76963475,"Avenida Francisco Valadares, 70"
302,Floresta,21:05,8,0,0,3,2024-11-03,-43.33524288,-21.76955076,"Avenida Francisco Valadares, 210"
302,Floresta,21:05,9,3,0,6,2024-11-03,-43.33277922,-21.76949057,"Avenida Francisco Valadares, 470"
302,Floresta,21:05,10,0,0,6,2024-11-03,-43.32999873,-21.77253182,"Avenida Francisco Valadares, 1030"
302,Floresta,21:05,11,2,0,8,2024-11-03,-43.33085817,-21.77588355,"Avenida Francisco Valadares, 1300"
302,Floresta,21:05,12,0,0,8,2024-11-03,-43.33010864,-21.77744102,"Avenida Francisco Valadares, 1808"
302,Floresta,21:05,13,0,0,8,2024-11-03,-43.32868576,-21.77772522,"Avenida Francisco Valadares, 1930"
302,Floresta,21:05,14,0,0,8,2024-11-03,-43.32743269,-21.77802965,"Avenida Francisco Valadares, 2104"
302,Floresta,21:05,15,0,2,6,2024-11-03,-43.32593078,-21.77835321,"Avenida Francisco Valadares, 2250"
302,Floresta,21:05,16,0,0,6,2024-11-03,-43.32353997,-21.77823881,"Avenida Francisco Valadares, 2780"
302,Floresta,21:05,17,0,0,6,2024-11-03,-43.3218525,-21.77908332,"Avenida Francisco Valadares, 2750"
302,Floresta,21:05,18,0,0,6,2024-11-03,-43.32276917,-21.78188101,"Avenida Francisco Valadares, 2298"
302,Floresta,21:05,19,0,0,6,2024-11-03,-43.32326889,-21.78620529,BR-267 leste
