routeshortname,routelongname,stopid,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,horario,stopname
402,Alto Grajaú,10071209,05:00,14,0,0,0,2024-11-01,-43.34858018,-21.74738837,05:07:13,"Rua Carmela Dutra, 408"
402,Alto Grajaú,10071616,05:00,15,0,0,0,2024-11-01,-43.34891129,-21.74756432,05:07:33,"Rua Cândido Portinari, 131"
402,Alto Grajaú,10071629,05:00,16,2,0,2,2024-11-01,-43.34924424,-21.74633046,05:08:13,"Rua Argeu da Cunha, 41"
402,Alto Grajaú,10071596,05:00,17,1,0,3,2024-11-01,-43.34919548,-21.74530388,05:09:13,"Rua Carmela Dutra, 215"
402,Alto Grajaú,10071152,05:00,18,0,0,3,2024-11-01,-43.35038376,-21.74521637,05:09:53,"Rua Antônio Meurer, 89"
402,Alto Grajaú,10070748,05:00,19,0,0,3,2024-11-01,-43.35001809,-21.74442629,05:10:07,"Rua Nossa Senhora Aparecida, 130"
402,Alto Grajaú,10071147,05:00,20,0,3,0,2024-11-01,-43.34896851,-21.74415779,05:10:33,"Rua Nossa Senhora Aparecida, 246"
402,Alto Grajaú,10072581,05:00,21,2,0,2,2024-11-01,-43.34957051,-21.74303939,05:10:53,"Avenida Governador Valadares, 827"
402,Alto Grajaú,10071966,05:00,22,0,0,2,2024-11-01,-43.35047913,-21.74190521,05:12:08,"Rua Américo Lobo, 1355"
402,Alto Grajaú,10071963,05:00,23,0,0,2,2024-11-01,-43.35154343,-21.74248505,05:12:34,"Rua Américo Lobo, 1241"
402,Alto Grajaú,10071941,05:00,24,0,0,2,2024-11-01,-43.3528595,-21.74289131,05:12:53,"Rua Américo Lobo, 1093"
402,Alto Grajaú,10072571,05:00,25,0,0,2,2024-11-01,-43.35439063,-21.74372606,05:13:14,"Avenida Barão do Rio Branco, 510"
402,Alto Grajaú,10070912,05:00,26,0,0,2,2024-11-01,-43.35329926,-21.74750417,05:15:14,"Avenida Barão do Rio Branco, 950"
402,Alto Grajaú,10070848,05:00,27,1,0,3,2024-11-01,-43.35280842,-21.74943617,05:16:34,"Avenida Barão do Rio Branco, 1200"
402,Alto Grajaú,10071108,05:00,28,0,0,3,2024-11-01,-43.34933186,-21.75814461,05:16:34,"Avenida Getúlio Vargas, 835"
402,Alto Grajaú,10071515,06:00,1,0,0,0,2024-11-01,-43.34188457,-21.74626854,06:00,"Rua Wadi Abdo Farah, 50 - Ponto Final do Alto Grajaú"
402,Alto Grajaú,10071519,06:00,2,0,0,0,2024-11-01,-43.3427276,-21.74642314,06:00:16,"Rua Miguel Jacobe, 425"
402,Alto Grajaú,10071520,06:00,3,0,0,0,2024-11-01,-43.34297699,-21.74718619,06:00:32,"Rua Miguel Jacobe, 357"
402,Alto Grajaú,10071569,06:00,4,0,0,0,2024-11-01,-43.34212822,-21.74747225,06:00:48,"Rua Miguel Jacobe, 265"
402,Alto Grajaú,10071545,06:00,5,0,0,0,2024-11-01,-43.34100962,-21.74729129,06:01:05,"Rua Miguel Jacobe, 111"
402,Alto Grajaú,10071541,06:00,6,0,0,0,2024-11-01,-43.34051824,-21.74646269,06:01:21,"Rua Antônio Alves Teixeira, 58"
402,Alto Grajaú,10071560,06:00,7,0,0,0,2024-11-01,-43.34090572,-21.74465616,06:01:37,"Rua Alvina de Araújo Alves, 924"
402,Alto Grajaú,10071552,06:00,8,5,0,5,2024-11-01,-43.34207535,-21.74362755,06:01:55,"Rua Alvina de Araújo Alves, 209"
402,Alto Grajaú,10071499,06:00,9,4,1,8,2024-11-01,-43.34434539,-21.74339996,06:03:17,"Rua Professor Batista de Andrade, 55 - Ponto Final do Grajaú"
402,Alto Grajaú,10071506,06:00,10,0,1,7,2024-11-01,-43.34477407,-21.74389318,06:04:17,"Rua Francisco Falci, 44"
