routeshortname,routelongname,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,stopname
109,Centro / Grj. Triunfo,04:30,1,0,0,0,2024-11-01,-43.31599141,-21.69014493,"Rua Verônica Freguglia, 108 - Ponto Final das Granjas Triunfo"
109,Centro / Grj. Triunfo,04:30,2,0,0,0,2024-11-01,-43.31452693,-21.68830492,"Rua Verônica Freguglia, 247"
109,Centro / Grj. Triunfo,04:30,3,4,0,4,2024-11-01,-43.31611061,-21.68616451,"Rua Verônica Freguglia, 42"
109,Centro / Grj. Triunfo,04:30,4,0,0,4,2024-11-01,-43.31882477,-21.68509483,"Rua Verônica Freguglia, 17"
109,Centro / Grj. Triunfo,04:30,5,0,0,4,2024-11-01,-43.32499612,-21.68335589,Rua Verônica Freguglia
109,Centro / Grj. Triunfo,04:30,6,8,0,12,2024-11-01,-43.32743187,-21.68391782,"Rua Diomar Monteiro, 600"
109,Centro / Grj. Triunfo,04:30,7,1,0,13,2024-11-01,-43.32806814,-21.68480353,"Rua Diomar Monteiro, 520"
109,Centro / Grj. Triunfo,04:30,8,1,0,14,2024-11-01,-43.33032768,-21.68772313,"Rua Diomar Monteiro, 61"
109,Centro / Grj. Triunfo,04:30,9,0,0,14,2024-11-01,-43.33446264,-21.69126376,"Rua Diomar Monteiro, 1515"
109,Centro / Grj. Triunfo,04:30,10,1,0,15,2024-11-01,-43.33757659,-21.69127692,"Rua Diomar Monteiro, 1225"
109,Centro / Grj. Triunfo,04:30,11,0,0,15,2024-11-01,-43.33964181,-21.69040248,"Rua Diomar Monteiro, 1055"
109,Centro / Grj. Triunfo,04:30,12,0,0,15,2024-11-01,-43.34134859,-21.6903793,"Rua Diomar Monteiro, 885"
109,Centro / Grj. Triunfo,04:30,13,3,1,17,2024-11-01,-43.34487534,-21.69039561,"Rua Diomar Monteiro, 459"
109,Centro / Grj. Triunfo,04:30,14,1,2,16,2024-11-01,-43.34633958,-21.69066582,"Rua Diomar Monteiro, 357"
109,Centro / Grj. Triunfo,04:30,15,1,2,15,2024-11-01,-43.34767914,-21.69094508,"Rua Diomar Monteiro, 221"
109,Centro / Grj. Triunfo,04:30,16,2,3,14,2024-11-01,-43.3491388,-21.69066028,"Rua Diomar Monteiro, 85"
109,Centro / Grj. Triunfo,04:30,17,1,3,12,2024-11-01,-43.34967123,-21.69037781,"Avenida Juiz de Fora, 1269"
109,Centro / Grj. Triunfo,04:30,18,1,0,13,2024-11-01,-43.3510738,-21.69178009,"Avenida Juiz de Fora, 1065"
109,Centro / Grj. Triunfo,04:30,19,0,1,12,2024-11-01,-43.35321504,-21.69425832,"Avenida Juiz de Fora, 701"
109,Centro / Grj. Triunfo,04:30,20,1,0,13,2024-11-01,-43.35519683,-21.69557935,"Avenida Juiz de Fora, 407"
109,Centro / Grj. Triunfo,04:30,21,0,0,13,2024-11-01,-43.35687476,-21.6977747,"Avenida Juiz de Fora, 165"
109,Centro / Grj. Triunfo,04:30,22,0,0,13,2024-11-01,-43.35749179,-21.6987544,"Avenida Juiz de Fora, 25"
109,Centro / Grj. Triunfo,04:30,23,0,0,13,2024-11-01,-43.35871557,-21.70212107,Avenida Juiz de Fora
109,Centro / Grj. Triunfo,04:30,24,0,0,13,2024-11-01,-43.36021428,-21.70724753,"Avenida Juiz de Fora, 587"
109,Centro / Grj. Triunfo,04:30,25,0,0,13,2024-11-01,-43.35962935,-21.70898318,"Avenida Juiz de Fora, 495"
109,Centro / Grj. Triunfo,04:30,26,0,0,13,2024-11-01,-43.35701752,-21.70967674,"Avenida Juiz de Fora, 967"
109,Centro / Grj. Triunfo,04:30,27,0,0,13,2024-11-01,-43.35544586,-21.71077538,"Avenida Juiz de Fora, 839"
109,Centro / Grj. Triunfo,04:30,28,0,0,13,2024-11-01,-43.35326385,-21.71150208,"Avenida Juiz de Fora, 629"
109,Centro / Grj. Triunfo,04:30,29,1,0,14,2024-11-01,-43.35223127,-21.71486015,"Avenida Juiz de Fora, 31"
