routeshortname,routelongname,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,stopname
607,Jardim Natal,05:20,1,1,0,1,2024-11-01,-43.39789848,-21.7306098,"Rua Miguel Marcos Peres, 221 - Ponto Final do Jardim Natal 2"
607,Jardim Natal,05:20,2,0,0,1,2024-11-01,-43.39921296,-21.731216,"Rua Miguel Marcos Peres, 115"
607,Jardim Natal,05:20,3,3,0,4,2024-11-01,-43.39897156,-21.73183966,"Rua Miguel Marcos Peres, 55"
607,Jardim Natal,05:20,4,0,0,4,2024-11-01,-43.39814567,-21.73159082,"Rua Pedro Paulo da Silva, 211"
607,Jardim Natal,05:20,5,0,0,4,2024-11-01,-43.39773727,-21.7326088,"Rua Pedro Paulo da Silva, 135"
607,Jardim Natal,05:20,6,0,2,2,2024-11-01,-43.39742661,-21.73365803,"Rua Pedro Paulo da Silva, 13"
607,Jardim Natal,05:20,7,0,1,1,2024-11-01,-43.39666367,-21.73478579,"Rua Tomás Gonzaga, 333"
607,Jardim Natal,05:20,8,1,1,1,2024-11-01,-43.39489633,-21.73471564,"Rua Tomás Gonzaga, 155"
607,Jardim Natal,05:20,9,0,0,1,2024-11-01,-43.39314651,-21.73559258,"Avenida Presidente Juscelino Kubitschek, 765"
607,Jardim Natal,05:20,10,0,0,1,2024-11-01,-43.39146805,-21.73615265,"Avenida Presidente Juscelino Kubitschek, 567"
607,Jardim Natal,05:20,11,0,1,0,2024-11-01,-43.38983917,-21.73655109,"Avenida Presidente Juscelino Kubitschek, 313"
607,Jardim Natal,05:20,12,0,0,0,2024-11-01,-43.38690865,-21.73855751,"Avenida Olavo Bilac, 985"
607,Jardim Natal,05:20,13,0,0,0,2024-11-01,-43.3855629,-21.73973625,"Avenida Olavo Bilac, 763"
607,Jardim Natal,05:20,14,0,0,0,2024-11-01,-43.38416373,-21.74041748,"Avenida Olavo Bilac, 617"
607,Jardim Natal,05:20,15,0,0,0,2024-11-01,-43.38272929,-21.74062266,"Avenida Olavo Bilac, 495"
607,Jardim Natal,05:20,16,0,0,0,2024-11-01,-43.38000107,-21.73887062,"Avenida Olavo Bilac, 131"
607,Jardim Natal,05:20,17,0,0,0,2024-11-01,-43.37705552,-21.73937502,"Rua Bernardo Mascarenhas, 1697"
607,Jardim Natal,05:20,18,0,0,0,2024-11-01,-43.37521744,-21.74103001,"Rua Bernardo Mascarenhas, 1425"
607,Jardim Natal,05:20,19,0,0,0,2024-11-01,-43.37414551,-21.74197388,"Rua Bernardo Mascarenhas, 1277"
607,Jardim Natal,05:20,20,0,0,0,2024-11-01,-43.37301254,-21.74280167,"Rua Bernardo Mascarenhas, 1125"
607,Jardim Natal,05:20,21,0,0,0,2024-11-01,-43.37057906,-21.74428636,"Rua Bernardo Mascarenhas, 829"
607,Jardim Natal,05:20,22,0,0,0,2024-11-01,-43.3690629,-21.74511871,"Rua Bernardo Mascarenhas, 647"
607,Jardim Natal,05:20,23,0,0,0,2024-11-01,-43.3676796,-21.74591987,"Rua Bernardo Mascarenhas, 477"
607,Jardim Natal,05:20,24,0,0,0,2024-11-01,-43.36540222,-21.74591255,"Avenida Coronel Vidal, 249"
607,Jardim Natal,05:20,25,1,0,1,2024-11-01,-43.36340332,-21.74700281,"Avenida Rui Barbosa, 11"
607,Jardim Natal,05:20,26,0,0,1,2024-11-01,-43.35760498,-21.74868965,"Avenida dos Andradas, 1103"
607,Jardim Natal,05:20,27,0,0,1,2024-11-01,-43.3554039,-21.74975014,"Avenida dos Andradas, 811"
607,Jardim Natal,05:20,28,0,0,1,2024-11-01,-43.35405207,-21.75141039,"Avenida dos Andradas, 555"
607,Jardim Natal,05:20,29,1,0,2,2024-11-01,-43.35259628,-21.75338745,"Avenida dos Andradas, 309"
607,Jardim Natal,05:20,30,0,0,2,2024-11-01,-43.35041428,-21.75621986,"Rua Jarbas de Leri Santos, 1665"
607,Jardim Natal,05:20,31,0,1,1,2024-11-01,-43.3462677,-21.76042557,"Avenida Getúlio Vargas, 435"
607,Jardim Natal,07:15,1,0,0,0,2024-11-01,-43.3462677,-21.76042557,"Avenida Getúlio Vargas, 435"
607,Jardim Natal,07:15,2,0,0,0,2024-11-01,-43.34281158,-21.76041985,"Travessa Doutor Prisco, 16"
607,Jardim Natal,07:15,3,0,0,0,2024-11-01,-43.34975433,-21.75461006,"Avenida Francisco Bernardino, 648"
607,Jardim Natal,07:15,4,2,0,2,2024-11-01,-43.35216904,-21.75346756,"Avenida dos Andradas, 236"
607,Jardim Natal,07:15,5,0,0,2,2024-11-01,-43.35367584,-21.75169373,"Avenida dos Andradas, 540"
607,Jardim Natal,07:15,6,6,0,8,2024-11-01,-43.35520018,-21.74974601,"Avenida dos Andradas, 806"
607,Jardim Natal,07:15,7,1,0,9,2024-11-01,-43.35827637,-21.74836922,"Avenida dos Andradas, 1170"
607,Jardim Natal,07:15,8,0,0,9,2024-11-01,-43.36150896,-21.74748482,"Rua Mariano Procópio, 1396"
607,Jardim Natal,07:15,9,3,0,12,2024-11-01,-43.36350729,-21.74662521,"Avenida Rui Barbosa, 22"
607,Jardim Natal,07:15,10,3,0,15,2024-11-01,-43.36441803,-21.74508138,"Rua Doutor Henrique Burnier, 202"
607,Jardim Natal,07:15,11,1,0,16,2024-11-01,-43.36831284,-21.74541384,"Rua Bernardo Mascarenhas, 566"
607,Jardim Natal,07:15,12,0,1,15,2024-11-01,-43.37012863,-21.74434662,"Rua Bernardo Mascarenhas, 786"
607,Jardim Natal,07:15,13,1,1,15,2024-11-01,-43.37250942,-21.74288528,"Rua Bernardo Mascarenhas, 1066"
607,Jardim Natal,07:15,14,1,1,15,2024-11-01,-43.37416077,-21.7417246,"Rua Bernardo Mascarenhas, 1286"
607,Jardim Natal,07:15,15,2,1,16,2024-11-01,-43.3753624,-21.74071121,"Rua Bernardo Mascarenhas, 1478"
607,Jardim Natal,07:15,16,0,0,16,2024-11-01,-43.37676239,-21.73943329,"Rua Bernardo Mascarenhas, 1680"
607,Jardim Natal,07:15,17,0,2,14,2024-11-01,-43.38041389,-21.73896365,"Avenida Olavo Bilac, 198"
607,Jardim Natal,07:15,18,0,0,14,2024-11-01,-43.38431251,-21.74023512,"Avenida Olavo Bilac, 640"
607,Jardim Natal,07:15,19,1,0,15,2024-11-01,-43.38673782,-21.73846817,"Avenida Olavo Bilac, 980"
607,Jardim Natal,07:15,20,0,2,13,2024-11-01,-43.38864165,-21.73695503,"Avenida Presidente Juscelino Kubitschek, 190"
607,Jardim Natal,07:15,21,0,1,12,2024-11-01,-43.39187956,-21.73539918,"Rua Berta Halfeld Paleta, 105"
607,Jardim Natal,07:15,22,0,0,12,2024-11-01,-43.39325333,-21.73432136,"Rua Berta Halfeld Paleta, 1783"
607,Jardim Natal,07:15,23,0,3,9,2024-11-01,-43.39524305,-21.73449885,"Rua Manoel Diniz da Silva, 100"
607,Jardim Natal,07:15,24,0,2,7,2024-11-01,-43.39650881,-21.73418593,"Rua Abílio Gomes, 40"
607,Jardim Natal,07:15,25,0,0,7,2024-11-01,-43.39725972,-21.73356056,"Rua Pedro Paulo da Silva, 20"
607,Jardim Natal,07:15,26,0,1,6,2024-11-01,-43.39758682,-21.73269272,"Rua Pedro Paulo da Silva, 100"
607,Jardim Natal,07:15,27,0,0,6,2024-11-01,-43.39793777,-21.73174286,"Rua Pedro Paulo da Silva, 200"
607,Jardim Natal,07:15,28,2,2,6,2024-11-01,-43.39894915,-21.73171473,"Rua Miguel Marcos Peres, 50"
607,Jardim Natal,07:15,29,0,1,5,2024-11-01,-43.39886093,-21.73085976,"Rua Miguel Marcos Peres, 140"
607,Jardim Natal,07:15,30,0,0,5,2024-11-01,-43.39789848,-21.7306098,"Rua Miguel Marcos Peres, 221 - Ponto Final do Jardim Natal 2"
