routeshortname,routelongname,stopid,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,horario,stopname
720,SANTA LUCIA,10070228,04:45,1,0,0,0,2024-11-02,-43.42049789,-21.71033478,04:46:12,"Rua Sidônio Veloso, 108 - Ponto Final da Linha 730"
720,SANTA LUCIA,10073870,04:45,2,0,0,0,2024-11-02,-43.41922676,-21.70973396,04:46:33,"Rua Tenente Guimarães, 285"
720,SANTA LUCIA,10073876,04:45,3,0,0,0,2024-11-02,-43.41824019,-21.70887862,04:46:53,"Rua Tenente Guimarães, 242"
720,SANTA LUCIA,10073894,04:45,4,1,0,1,2024-11-02,-43.41743871,-21.70815189,04:47:13,"Rua Tenente Guimarães, 106 - Ponto Final da Linha 724"
720,SANTA LUCIA,10069814,04:45,5,0,0,1,2024-11-02,-43.41695404,-21.70773125,04:47:53,"Rua Tenente Guimarães, 51"
720,SANTA LUCIA,10069628,04:45,6,0,0,1,2024-11-02,-43.41618145,-21.70808879,04:48:11,"Avenida Presidente Juscelino Kubitschek, 4455"
720,SANTA LUCIA,10069698,04:45,7,0,0,1,2024-11-02,-43.41508102,-21.71011543,04:48:53,"Avenida Presidente Juscelino Kubitschek, 4201"
720,SANTA LUCIA,10069694,04:45,8,3,0,4,2024-11-02,-43.41021657,-21.71345723,04:49:33,"Avenida Presidente Juscelino Kubitschek, 3689"
720,SANTA LUCIA,10069718,04:45,9,0,0,4,2024-11-02,-43.40774536,-21.71470261,04:50:33,"Avenida Presidente Juscelino Kubitschek, 3401"
720,SANTA LUCIA,10070128,04:45,10,0,0,4,2024-11-02,-43.40533066,-21.71630669,04:50:53,"Avenida Presidente Juscelino Kubitschek, 3201"
720,SANTA LUCIA,10069714,04:45,11,0,0,4,2024-11-02,-43.40091324,-21.71881294,04:53:11,"Avenida Presidente Juscelino Kubitschek, 2943"
720,SANTA LUCIA,10069728,04:45,12,0,0,4,2024-11-02,-43.39715659,-21.72083092,04:53:31,"Avenida Presidente Juscelino Kubitschek, 2673"
720,SANTA LUCIA,10069724,04:45,13,0,0,4,2024-11-02,-43.39658737,-21.72328377,04:53:51,"Avenida Presidente Juscelino Kubitschek, 2001"
720,SANTA LUCIA,10069721,04:45,14,1,0,5,2024-11-02,-43.3964318,-21.72664777,04:54:11,"Avenida Presidente Juscelino Kubitschek, 1601"
720,SANTA LUCIA,10069668,04:45,15,0,0,5,2024-11-02,-43.395401,-21.73254585,04:54:31,"Avenida Presidente Juscelino Kubitschek, 921"
720,SANTA LUCIA,10069689,04:45,16,0,0,5,2024-11-02,-43.39314651,-21.73559258,04:54:51,"Avenida Presidente Juscelino Kubitschek, 765"
