routeshortname,routelongname,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,stopname
331,Vila Ideal,05:10,1,0,0,0,2024-11-01,-43.32279914,-21.77905452,"Rua Alberto Dalprá, 145 - Ponto Final da Linha 331"
331,Vila Ideal,05:10,2,0,0,0,2024-11-01,-43.3247931,-21.77922198,"Rua Alexandre Joaquim de Siqueira, 80"
331,Vila Ideal,05:10,3,1,0,1,2024-11-01,-43.32562733,-21.77943963,"Rua Alexandre Joaquim de Siqueira, 66"
331,Vila Ideal,05:10,4,0,0,1,2024-11-01,-43.32681501,-21.77980216,"Rua Alexandre Joaquim de Siqueira, 322"
331,Vila Ideal,05:10,5,2,0,3,2024-11-01,-43.3271935,-21.78020271,"Rua Alexandre Joaquim de Siqueira, 350"
331,Vila Ideal,05:10,6,0,0,3,2024-11-01,-43.32749373,-21.78091812,"Rua Doutor Abílio de Abreu, 406"
331,Vila Ideal,05:10,7,0,0,3,2024-11-01,-43.32815284,-21.78141897,"Rua Doutor Abílio de Abreu, 420"
331,Vila Ideal,05:10,8,5,0,8,2024-11-01,-43.32950991,-21.78179061,"Rua Doutor Abílio de Abreu, 510"
331,Vila Ideal,05:10,9,2,0,10,2024-11-01,-43.32997215,-21.780659,"Rua Maria de Castro, 85"
331,Vila Ideal,05:10,10,0,0,10,2024-11-01,-43.33012936,-21.77986804,"Rua Major Luís de Barros, 119"
331,Vila Ideal,05:10,11,4,1,13,2024-11-01,-43.32918471,-21.7796291,"Rua Major Luís de Barros, 23"
331,Vila Ideal,05:10,12,0,0,13,2024-11-01,-43.32963324,-21.77919466,"Rua Altivo Halfeld, 97"
331,Vila Ideal,05:10,13,0,0,13,2024-11-01,-43.33132026,-21.77869012,"Rua Altivo Halfeld, 15"
331,Vila Ideal,05:10,14,0,0,13,2024-11-01,-43.33228171,-21.7775628,"Rua Miracema, 33"
331,Vila Ideal,05:10,15,0,0,13,2024-11-01,-43.33173145,-21.7762617,"Rua Antônio Bitarelli, 75"
331,Vila Ideal,05:10,16,2,0,15,2024-11-01,-43.33044052,-21.77557945,"Avenida Francisco Valadares, 1301"
331,Vila Ideal,05:10,17,1,0,16,2024-11-01,-43.33037904,-21.77187245,"Avenida Francisco Valadares, 1001"
331,Vila Ideal,05:10,18,0,0,16,2024-11-01,-43.33056406,-21.77010134,"Avenida Francisco Valadare, 701 - Ponte"
331,Vila Ideal,05:10,19,3,0,19,2024-11-01,-43.33286512,-21.76921331,"Avenida Francisco Valadares, 447"
331,Vila Ideal,05:10,20,0,0,19,2024-11-01,-43.33517822,-21.76943099,"Avenida Francisco Valadares, 231"
331,Vila Ideal,05:10,21,1,3,17,2024-11-01,-43.33722355,-21.7690805,"Rua Osório de Almeida, 969"
331,Vila Ideal,05:10,22,0,0,17,2024-11-01,-43.3367013,-21.76583068,"Praça Pantaleone Arcuri Neto, 187"
331,Vila Ideal,05:10,23,0,0,17,2024-11-01,-43.3385681,-21.76444435,"Rua Pinto de Moura, 87"
331,Vila Ideal,05:10,24,0,0,17,2024-11-01,-43.3399859,-21.76240487,"Rua da Bahia, 31"
331,Vila Ideal,05:10,25,1,14,4,2024-11-01,-43.34353638,-21.75967216,"Avenida Francisco Bernardino, 162"
331,Vila Ideal,05:10,26,0,0,4,2024-11-01,-43.34838104,-21.75691414,"Rua São Sebastião, 437"
331,Vila Ideal,05:38,1,0,0,0,2024-11-01,-43.34838104,-21.75691414,"Rua São Sebastião, 437"
331,Vila Ideal,05:38,2,14,0,14,2024-11-01,-43.34580994,-21.7608242,"Avenida Getúlio Vargas, 367"
331,Vila Ideal,05:38,3,0,0,14,2024-11-01,-43.34204865,-21.76272964,"Rua Espírito Santo, 393"
331,Vila Ideal,05:38,4,0,0,14,2024-11-01,-43.3402282,-21.76382606,"Rua Osório de Almeida, 184"
331,Vila Ideal,05:38,5,0,0,14,2024-11-01,-43.33755365,-21.76595495,"Praça Pantaleone Arcuri Neto, 20 - Cemitério Municipal"
331,Vila Ideal,05:38,6,0,1,13,2024-11-01,-43.33715198,-21.76951769,"Rua Osório de Almeida, 22"
331,Vila Ideal,05:38,7,0,1,12,2024-11-01,-43.33628927,-21.76963475,"Avenida Francisco Valadares, 70"
331,Vila Ideal,05:38,8,0,0,12,2024-11-01,-43.33524288,-21.76955076,"Avenida Francisco Valadares, 210"
331,Vila Ideal,05:38,9,0,0,12,2024-11-01,-43.33277922,-21.76949057,"Avenida Francisco Valadares, 470"
331,Vila Ideal,05:38,10,0,0,12,2024-11-01,-43.32999873,-21.77253182,"Avenida Francisco Valadares, 1030"
331,Vila Ideal,05:38,11,0,2,10,2024-11-01,-43.33085817,-21.77588355,"Avenida Francisco Valadares, 1300"
331,Vila Ideal,05:38,12,0,0,10,2024-11-01,-43.33010864,-21.77744102,"Avenida Francisco Valadares, 1808"
331,Vila Ideal,05:38,13,0,0,10,2024-11-01,-43.32868576,-21.77772522,"Avenida Francisco Valadares, 1930"
331,Vila Ideal,05:38,14,0,0,10,2024-11-01,-43.327986,-21.77858855,"Rua Olegário Pinto, 104"
331,Vila Ideal,05:38,15,0,0,10,2024-11-01,-43.32970325,-21.77848516,"Rua Afonso Celso, 45"
331,Vila Ideal,05:38,16,0,0,10,2024-11-01,-43.33023453,-21.77910233,"Rua Altivo Halfeld, 48"
331,Vila Ideal,05:38,17,0,0,10,2024-11-01,-43.32927287,-21.77960678,"Rua Major Luís de Barros, 20"
331,Vila Ideal,05:38,18,0,0,10,2024-11-01,-43.33013451,-21.77977661,"Rua Major Luís de Barros, 114"
331,Vila Ideal,05:38,19,0,2,8,2024-11-01,-43.33008242,-21.78064707,"Rua Maria de Castro, 86"
331,Vila Ideal,05:38,20,0,2,6,2024-11-01,-43.32946241,-21.78189589,"Rua Doutor Abílio de Abreu, 10"
331,Vila Ideal,05:38,21,0,0,6,2024-11-01,-43.32808584,-21.78152612,"Rua Doutor Abílio de Abreu, 439"
331,Vila Ideal,05:38,22,0,0,6,2024-11-01,-43.32738806,-21.78098831,"Rua Doutor Abílio de Abreu, 395"
331,Vila Ideal,05:38,23,0,4,2,2024-11-01,-43.32707214,-21.78029442,"Rua Alexandre Joaquim de Siqueira, 351"
331,Vila Ideal,05:38,24,0,0,2,2024-11-01,-43.32674843,-21.77992805,"Rua Alexandre Joaquim de Siqueira, 3"
331,Vila Ideal,05:38,25,0,0,2,2024-11-01,-43.32558781,-21.77953732,"Rua Alexandre Joaquim de Siqueira, 167"
331,Vila Ideal,05:38,26,0,0,2,2024-11-01,-43.32474208,-21.77935437,"Rua Alexandre Joaquim de Siqueira, 11"
331,Vila Ideal,05:38,27,0,0,2,2024-11-01,-43.32367706,-21.77923965,"Rua Alexandre Joaquim de Siqueira, 1"
331,Vila Ideal,05:38,28,0,0,2,2024-11-01,-43.32279914,-21.77905452,"Rua Alberto Dalprá, 145 - Ponto Final da Linha 331"
331,Vila Ideal,06:39,1,0,0,0,2024-11-01,-43.34838104,-21.75691414,"Rua São Sebastião, 437"
331,Vila Ideal,06:39,2,13,0,13,2024-11-01,-43.34580994,-21.7608242,"Avenida Getúlio Vargas, 367"
331,Vila Ideal,06:39,3,0,0,13,2024-11-01,-43.34204865,-21.76272964,"Rua Espírito Santo, 393"
331,Vila Ideal,06:39,4,0,2,11,2024-11-01,-43.3402282,-21.76382606,"Rua Osório de Almeida, 184"
331,Vila Ideal,06:39,5,0,0,11,2024-11-01,-43.33755365,-21.76595495,"Praça Pantaleone Arcuri Neto, 20 - Cemitério Municipal"
331,Vila Ideal,06:39,6,0,2,9,2024-11-01,-43.33715198,-21.76951769,"Rua Osório de Almeida, 22"
331,Vila Ideal,06:39,7,0,2,7,2024-11-01,-43.33628927,-21.76963475,"Avenida Francisco Valadares, 70"
331,Vila Ideal,06:39,8,0,0,7,2024-11-01,-43.33524288,-21.76955076,"Avenida Francisco Valadares, 210"
331,Vila Ideal,06:39,9,0,1,6,2024-11-01,-43.33277922,-21.76949057,"Avenida Francisco Valadares, 470"
331,Vila Ideal,06:39,10,0,0,6,2024-11-01,-43.32999873,-21.77253182,"Avenida Francisco Valadares, 1030"
