routeshortname,routelongname,stopid,departuretime,stopsequence,boarding,landing,occupation,day,stop_lon,stop_lat,horario,stopname
736,NOVA BENFICA,10073970,05:30,1,0,0,0,2024-11-01,-43.44181525,-21.69755089,05:30:52,"Rua Vereador Francisco Pinheiro, 25 - Ponto Final da Linha 736"
736,NOVA BENFICA,10437480,05:30,2,1,0,1,2024-11-01,-43.44241672,-21.69637931,05:31:12,"Rua Luiz Vicentin, 11"
736,NOVA BENFICA,10074327,05:30,3,4,0,5,2024-11-01,-43.443748,-21.6947139,05:32:12,"Rua Luiz Vicentin, 467"
736,NOVA BENFICA,10074320,05:30,4,1,2,4,2024-11-01,-43.44497359,-21.69504758,05:32:52,"Rua Luiz Vicentin, 355"
736,NOVA BENFICA,10072038,05:30,5,2,0,6,2024-11-01,-43.44655621,-21.69556431,05:33:52,"Rua Luiz Vicentin, 241"
736,NOVA BENFICA,10437482,05:30,6,4,0,10,2024-11-01,-43.44773434,-21.69592122,05:34:32,"Rua Luiz Vicentin, 19"
736,NOVA BENFICA,10070330,05:30,7,3,0,13,2024-11-01,-43.44706874,-21.69515469,05:35:12,"Rua Martins Barbosa, 1211"
736,NOVA BENFICA,10070334,05:30,8,4,0,17,2024-11-01,-43.44504547,-21.69443703,05:35:52,"Rua Martins Barbosa, 1053"
736,NOVA BENFICA,10073984,05:30,9,0,0,17,2024-11-01,-43.44361031,-21.69353147,05:36:52,"Rua Martins Barbosa, 1001"
736,NOVA BENFICA,10073714,05:30,10,8,1,24,2024-11-01,-43.44199824,-21.69246599,05:37:12,"Rua Martins Barbosa, 867"
736,NOVA BENFICA,10073718,05:30,11,0,0,24,2024-11-01,-43.4402672,-21.69099088,05:38:32,"Rua Martins Barbosa, 763"
736,NOVA BENFICA,10073716,05:30,12,0,1,23,2024-11-01,-43.43900681,-21.68990707,05:39:12,"Rua Martins Barbosa, 529"
736,NOVA BENFICA,10074637,05:30,13,0,5,18,2024-11-01,-43.43779714,-21.68962387,05:39:28,"Rua Evaristo da Veiga, 391"
736,NOVA BENFICA,10073630,05:30,14,7,5,20,2024-11-01,-43.43704559,-21.6899913,05:39:43,"Rua Henrique Dias, 327"
736,NOVA BENFICA,10070208,05:30,15,0,1,19,2024-11-01,-43.43510031,-21.68936712,05:40:52,"Rua Henrique Dias, 125"
736,NOVA BENFICA,10069926,05:30,16,3,0,22,2024-11-01,-43.43422616,-21.68910243,05:41:12,"Rua Henrique Dias, 33"
736,NOVA BENFICA,10070262,05:30,17,0,1,21,2024-11-01,-43.43270051,-21.69100571,05:42:12,Avenida Presidente Juscelino Kubitschek
736,NOVA BENFICA,10070403,05:30,18,0,0,21,2024-11-01,-43.43220901,-21.69226456,05:42:32,"Avenida Presidente Juscelino Kubitschek, 6313"
736,NOVA BENFICA,10070398,05:30,19,0,0,21,2024-11-01,-43.43114471,-21.69452095,05:42:52,"Avenida Presidente Juscelino Kubitschek, 6145"
